ITERATION 0 

PARAMS:
-> num_beams:  5 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  1.5 
-> temperature:  1.0 
-> top_k:  50 
-> top_p:  0.7 
-> max_length:  20 
 

WEIGHT DECAY: 1e-05
LOSS 0.7398797273635864 	 ACC 0.0 
LOSS 0.4212360680103302 	 ACC 0.0 
LOSS 1.2669990062713623 	 ACC 0.14999999999999997 
LOSS 0.32379087805747986 	 ACC 0.0 
LOSS 0.7498202323913574 	 ACC 0.0 
LOSS 0.9110168218612671 	 ACC 0.0 
LOSS 0.4433537423610687 	 ACC 0.0 
LOSS 0.20949989557266235 	 ACC 0.0 
LOSS 0.4292060434818268 	 ACC 0.0 
LOSS 0.8991994857788086 	 ACC 0.0 
LOSS 1.325260043144226 	 ACC 0.0 
LOSS 0.7192866802215576 	 ACC 0.25 
LOSS 0.6485133767127991 	 ACC 0.0 
LOSS 0.8482613563537598 	 ACC 0.25 
LOSS 0.8328539133071899 	 ACC 0.0 
LOSS 0.6710814237594604 	 ACC 0.25 
LOSS 0.4880514144897461 	 ACC 0.0 
LOSS 0.0069616385735571384 	 ACC 0.0 
LOSS 0.7718468904495239 	 ACC 0.0 
LOSS 0.7601110339164734 	 ACC 0.25 
LOSS 1.721174955368042 	 ACC 0.0 
LOSS 0.6693212985992432 	 ACC 0.25 
LOSS 0.5634550452232361 	 ACC 0.0 
LOSS 0.9373667240142822 	 ACC 0.0 
LOSS 0.016159364953637123 	 ACC 0.0 
LOSS 0.7822234034538269 	 ACC 0.0 
LOSS 0.614410400390625 	 ACC 0.0 
LOSS 0.4962257444858551 	 ACC 0.0 
LOSS 0.45012226700782776 	 ACC 0.0 
LOSS 0.4582853615283966 	 ACC 0.0 
LOSS 0.0962386503815651 	 ACC 0.0 
LOSS 0.4179483950138092 	 ACC 0.0 
LOSS 0.015249840915203094 	 ACC 0.14999999999999997 
LOSS 0.4254617393016815 	 ACC 0.0 
LOSS 0.576216995716095 	 ACC 0.0 
LOSS 0.763218879699707 	 ACC 0.0 
LOSS 0.6169122457504272 	 ACC 0.0 
LOSS 0.608421266078949 	 ACC 0.0 
LOSS 0.5843587517738342 	 ACC 0.0 
LOSS 0.9031574726104736 	 ACC 0.0 
LOSS 0.3957962393760681 	 ACC 0.0 
LOSS 0.20859229564666748 	 ACC 0.0 
LOSS 0.36120644211769104 	 ACC 0.25 
LOSS 0.5722439885139465 	 ACC 0.0 
LOSS 1.1819019317626953 	 ACC 0.14999999999999997 
LOSS 0.8347342610359192 	 ACC 0.15000000000000002 
LOSS 0.5772615075111389 	 ACC 0.0 
LOSS 0.0073021575808525085 	 ACC 0.0 
LOSS 0.9242294430732727 	 ACC 0.0 
LOSS 0.6569679975509644 	 ACC 0.0 
LOSS 0.04967137798666954 	 ACC 0.0 
LOSS 0.5882347822189331 	 ACC 0.0 
LOSS 0.6809648871421814 	 ACC 0.0 
LOSS 0.8331217765808105 	 ACC 0.0 
LOSS 0.39881691336631775 	 ACC 0.0 
LOSS 0.5977666974067688 	 ACC 0.0 
LOSS 0.44085681438446045 	 ACC 0.0 
LOSS 0.9595291018486023 	 ACC 0.0 
LOSS 0.4120175838470459 	 ACC 0.0 
LOSS 0.576712965965271 	 ACC 0.0 
LOSS 0.4578428864479065 	 ACC 0.0 
LOSS 0.8639802932739258 	 ACC 0.0 
LOSS 0.4867101013660431 	 ACC 0.0 
LOSS 0.5329350233078003 	 ACC 0.0 
LOSS 0.26293614506721497 	 ACC 0.0 
LOSS 0.5071116089820862 	 ACC 0.0 
LOSS 0.14074359834194183 	 ACC 0.0 
LOSS 0.8672663569450378 	 ACC 0.0 
LOSS 0.6785772442817688 	 ACC 0.25 
LOSS 0.2521262764930725 	 ACC 0.0 
LOSS 0.6495643854141235 	 ACC 0.0 
LOSS 1.009159803390503 	 ACC 0.0 
LOSS 0.3622167110443115 	 ACC 0.0 
LOSS 0.5052633881568909 	 ACC 0.0 
LOSS 0.6668103337287903 	 ACC 0.0 
LOSS 0.7203123569488525 	 ACC 0.0 
LOSS 0.09456285834312439 	 ACC 0.0 
LOSS 0.41252270340919495 	 ACC 0.0 
LOSS 0.6270662546157837 	 ACC 0.0 
LOSS 0.30663344264030457 	 ACC 0.0 
LOSS 0.17316651344299316 	 ACC 0.0 
LOSS 0.3507607579231262 	 ACC 0.0 
LOSS 0.5091329216957092 	 ACC 0.0 
LOSS 0.351980596780777 	 ACC 0.15 
LOSS 0.4610365629196167 	 ACC 0.0 
LOSS 0.7671777606010437 	 ACC 0.0 
LOSS 0.3501725494861603 	 ACC 0.0 
LOSS 0.33540165424346924 	 ACC 0.0 
LOSS 0.05178822576999664 	 ACC 0.0 
LOSS 0.5789020657539368 	 ACC 0.0 
LOSS 0.016090868040919304 	 ACC 0.0 
LOSS 0.3429499864578247 	 ACC 0.0 
LOSS 0.3455495536327362 	 ACC 0.25 
LOSS 0.6266847848892212 	 ACC 0.0 
LOSS 0.6041861772537231 	 ACC 0.0 
LOSS 0.007910232990980148 	 ACC 0.25 
LOSS 0.15558679401874542 	 ACC 0.0 
LOSS 0.5895384550094604 	 ACC 0.0 
LOSS 0.5735679864883423 	 ACC 0.0 
LOSS 0.3888643980026245 	 ACC 0.25 
LOSS 0.3492247462272644 	 ACC 0.0 
LOSS 0.9581001400947571 	 ACC 0.14999999999999997 
LOSS 0.5292604565620422 	 ACC 0.0 
LOSS 0.44632643461227417 	 ACC 0.0 
LOSS 0.5993460416793823 	 ACC 0.0 
LOSS 0.6830397248268127 	 ACC 0.0 
LOSS 0.4617897570133209 	 ACC 0.0 
LOSS 0.06296898424625397 	 ACC 0.14999999999999997 
LOSS 0.3372154235839844 	 ACC 0.0 
LOSS 0.08029776066541672 	 ACC 0.0 
LOSS 0.7418559789657593 	 ACC 0.0 
LOSS 0.7293136119842529 	 ACC 0.0 
LOSS 0.9247148633003235 	 ACC 0.0 
LOSS 0.14084042608737946 	 ACC 0.0 
LOSS 0.3212357461452484 	 ACC 0.0 
LOSS 0.3850555419921875 	 ACC 0.0 
LOSS 0.07649831473827362 	 ACC 0.25 
LOSS 0.31228286027908325 	 ACC 0.0 
LOSS 0.587471604347229 	 ACC 0.0 
LOSS 0.6376528143882751 	 ACC 0.25 
LOSS 0.48569950461387634 	 ACC 0.0 
LOSS 0.3080177307128906 	 ACC 0.0 
LOSS 0.37728068232536316 	 ACC 0.0 
LOSS 0.889053463935852 	 ACC 0.0 
LOSS 0.43844714760780334 	 ACC 0.0 
LOSS 0.3993324041366577 	 ACC 0.0 
LOSS 0.3881828188896179 	 ACC 0.0 
LOSS 0.44978851079940796 	 ACC 0.0 
LOSS 0.644659698009491 	 ACC 0.0 
LOSS 0.35708802938461304 	 ACC 0.0 
LOSS 0.022320210933685303 	 ACC 0.0 
LOSS 0.12463346868753433 	 ACC 0.0 
LOSS 0.7370060682296753 	 ACC 0.0 
LOSS 0.32115471363067627 	 ACC 0.0 
LOSS 0.19208736717700958 	 ACC 0.0 
LOSS 0.18410314619541168 	 ACC 0.0 
LOSS 0.46487951278686523 	 ACC 0.0 
LOSS 0.18660001456737518 	 ACC 0.0 
LOSS 0.4369758367538452 	 ACC 0.0 
LOSS 0.024715745821595192 	 ACC 0.0 
LOSS 0.4274381995201111 	 ACC 0.0 
LOSS 0.6674855351448059 	 ACC 0.0 
LOSS 0.4023111164569855 	 ACC 0.0 
LOSS 0.2257082313299179 	 ACC 0.0 
LOSS 0.37806087732315063 	 ACC 0.0 
LOSS 0.22187118232250214 	 ACC 0.0 
LOSS 0.45039165019989014 	 ACC 0.0 
LOSS 0.27680307626724243 	 ACC 0.25 
LOSS 0.02820245921611786 	 ACC 0.0 
LOSS 0.6635786294937134 	 ACC 0.25 
LOSS 0.7576881647109985 	 ACC 0.0 
LOSS 0.2989082336425781 	 ACC 0.0 
LOSS 0.009966098703444004 	 ACC 0.0 
LOSS 0.2627759575843811 	 ACC 0.0 
LOSS 0.903421938419342 	 ACC 0.0 
LOSS 0.3410717844963074 	 ACC 0.0 
LOSS 0.5136597752571106 	 ACC 0.0 
LOSS 0.5382706522941589 	 ACC 0.0 
LOSS 0.14844568073749542 	 ACC 0.0 
LOSS 0.2675634026527405 	 ACC 0.0 
LOSS 0.4319162368774414 	 ACC 0.0 
LOSS 0.39210397005081177 	 ACC 0.0 
LOSS 0.37387076020240784 	 ACC 0.0 
LOSS 0.2575119733810425 	 ACC 0.0 
LOSS 0.36436405777931213 	 ACC 0.14999999999999997 
LOSS 0.369674414396286 	 ACC 0.0 
LOSS 0.017576392740011215 	 ACC 0.0 
LOSS 0.4446065425872803 	 ACC 0.0 
LOSS 0.1347215622663498 	 ACC 0.0 
LOSS 0.3476043939590454 	 ACC 0.0 
LOSS 0.47175925970077515 	 ACC 0.25 
LOSS 0.32861950993537903 	 ACC 0.0 
LOSS 0.31506454944610596 	 ACC 0.25 
LOSS 0.9791765809059143 	 ACC 0.0 
LOSS 0.470093697309494 	 ACC 0.0 
LOSS 0.32396823167800903 	 ACC 0.0 
LOSS 0.24307958781719208 	 ACC 0.0 
LOSS 0.43547600507736206 	 ACC 0.0 
LOSS 0.5551425218582153 	 ACC 0.0 
LOSS 0.20939667522907257 	 ACC 0.0 
LOSS 0.3147454261779785 	 ACC 0.0 
LOSS 0.3070818781852722 	 ACC 0.0 
LOSS 0.3446527421474457 	 ACC 0.0 
LOSS 0.44033750891685486 	 ACC 0.0 
LOSS 0.2362140715122223 	 ACC 0.0 
LOSS 0.15401063859462738 	 ACC 0.0 
LOSS 0.3508416414260864 	 ACC 0.0 
LOSS 0.41389527916908264 	 ACC 0.0 
LOSS 0.5981916785240173 	 ACC 0.0 
LOSS 0.30162835121154785 	 ACC 0.0 
LOSS 0.23196934163570404 	 ACC 0.0 
LOSS 0.1598411202430725 	 ACC 0.0 
LOSS 0.27535802125930786 	 ACC 0.0 
LOSS 0.24940453469753265 	 ACC 0.0 
LOSS 0.14426365494728088 	 ACC 0.0 
LOSS 0.1537434607744217 	 ACC 0.0 
LOSS 0.5861358642578125 	 ACC 0.0 
LOSS 0.02968415431678295 	 ACC 0.0 
LOSS 0.09013202041387558 	 ACC 0.25 
LOSS 0.10161127895116806 	 ACC 0.0 
LOSS 0.2056674212217331 	 ACC 0.25 
LOSS 0.20931465923786163 	 ACC 0.0 
LOSS 0.3190406560897827 	 ACC 0.0 
LOSS 0.25993645191192627 	 ACC 0.0 
LOSS 0.3934819996356964 	 ACC 0.0 
LOSS 0.2796597182750702 	 ACC 0.0 
LOSS 0.27701640129089355 	 ACC 0.0 
LOSS 0.36795657873153687 	 ACC 0.0 
LOSS 0.3278141915798187 	 ACC 0.0 
LOSS 0.47353804111480713 	 ACC 0.0 
LOSS 0.022184617817401886 	 ACC 0.0 
LOSS 0.11459106206893921 	 ACC 0.0 
LOSS 0.23763111233711243 	 ACC 0.0 
LOSS 0.25718364119529724 	 ACC 0.0 
LOSS 0.03957217559218407 	 ACC 0.0 
LOSS 0.16447021067142487 	 ACC 0.0 
LOSS 0.11927510052919388 	 ACC 0.0 
LOSS 0.1772516816854477 	 ACC 0.0 
LOSS 0.2710472643375397 	 ACC 0.0 
LOSS 0.24477644264698029 	 ACC 0.0 
LOSS 0.42749133706092834 	 ACC 0.0 
LOSS 0.29276949167251587 	 ACC 0.0 
LOSS 0.1869645118713379 	 ACC 0.0 
LOSS 0.16375204920768738 	 ACC 0.0 
LOSS 0.09378791600465775 	 ACC 0.0 
LOSS 0.18624792993068695 	 ACC 0.0 
LOSS 0.23262633383274078 	 ACC 0.0 
LOSS 0.23931221663951874 	 ACC 0.0 
LOSS 0.8564288020133972 	 ACC 0.0 
LOSS 0.23195184767246246 	 ACC 0.0 
LOSS 0.44242146611213684 	 ACC 0.0 
LOSS 1.4885109663009644 	 ACC 0.0 
LOSS 0.8838402628898621 	 ACC 0.0 
LOSS 0.10302532464265823 	 ACC 0.0 
LOSS 0.13383445143699646 	 ACC 0.0 
LOSS 0.26320862770080566 	 ACC 0.0 
LOSS 0.350963830947876 	 ACC 0.0 
LOSS 0.2769835293292999 	 ACC 0.0 
LOSS 0.5422385931015015 	 ACC 0.0 
LOSS 0.3347173035144806 	 ACC 0.0 
LOSS 0.4627068042755127 	 ACC 0.0 
LOSS 0.18316738307476044 	 ACC 0.0 
LOSS 0.3691558539867401 	 ACC 0.0 
LOSS 0.13901114463806152 	 ACC 0.0 
LOSS 0.13867753744125366 	 ACC 0.0 
LOSS 0.15350376069545746 	 ACC 0.0 
LOSS 0.03705548122525215 	 ACC 0.0 
LOSS 0.16895978152751923 	 ACC 0.0 
LOSS 0.20777519047260284 	 ACC 0.0 
LOSS 0.34866368770599365 	 ACC 0.0 
LOSS 0.43183815479278564 	 ACC 0.0 
LOSS 0.05895453691482544 	 ACC 0.0 
LOSS 0.16664785146713257 	 ACC 0.14999999999999997 
LOSS 0.3711543083190918 	 ACC 0.0 
LOSS 0.2684589922428131 	 ACC 0.0 
LOSS 0.19559592008590698 	 ACC 0.0 
LOSS 0.37910231947898865 	 ACC 0.0 
LOSS 0.16213464736938477 	 ACC 0.0 
LOSS 0.2633838951587677 	 ACC 0.0 
LOSS 0.2755812704563141 	 ACC 0.0 
LOSS 0.004949450958520174 	 ACC 0.0 
LOSS 0.5125154852867126 	 ACC 0.0 
LOSS 0.0807952806353569 	 ACC 0.25 
LOSS 0.09087102860212326 	 ACC 0.0 
LOSS 0.12639693915843964 	 ACC 0.0 
LOSS 0.19771601259708405 	 ACC 0.0 
LOSS 0.1374392956495285 	 ACC 0.0 
LOSS 0.15763916075229645 	 ACC 0.0 
LOSS 0.06436534225940704 	 ACC 0.0 
LOSS 0.16154100000858307 	 ACC 0.0 
LOSS 0.1925344467163086 	 ACC 0.0 
LOSS 0.13005667924880981 	 ACC 0.0 
LOSS 0.2614441215991974 	 ACC 0.0 
LOSS 0.12670733034610748 	 ACC 0.0 
LOSS 0.09673263877630234 	 ACC 0.0 
LOSS 0.007903898134827614 	 ACC 0.0 
LOSS 0.6323849558830261 	 ACC 0.0 
LOSS 0.2160760760307312 	 ACC 0.0 
LOSS 0.22242869436740875 	 ACC 0.0 
LOSS 0.22649042308330536 	 ACC 0.0 
LOSS 0.15417873859405518 	 ACC 0.25 
LOSS 0.4643172323703766 	 ACC 0.25 
LOSS 0.2748412787914276 	 ACC 0.0 
LOSS 0.05062173306941986 	 ACC 0.0 
LOSS 0.3422539234161377 	 ACC 0.0 
LOSS 0.12505467236042023 	 ACC 0.0 
LOSS 0.26446643471717834 	 ACC 0.0 
LOSS 0.27999186515808105 	 ACC 0.0 
LOSS 0.24430325627326965 	 ACC 0.0 
LOSS 0.15608614683151245 	 ACC 0.0 
LOSS 0.026916055008769035 	 ACC 0.0 
LOSS 0.23451092839241028 	 ACC 0.0 
LOSS 0.0044943480752408504 	 ACC 0.0 
LOSS 0.01056287158280611 	 ACC 0.0 
LOSS 0.008909664116799831 	 ACC 0.0 
LOSS 0.16202253103256226 	 ACC 0.0 
LOSS 0.003855115966871381 	 ACC 0.0 
LOSS 0.17604227364063263 	 ACC 0.0 
LOSS 0.23921285569667816 	 ACC 0.0 
LOSS 0.3021184802055359 	 ACC 0.0 
LOSS 0.016952799633145332 	 ACC 0.0 
LOSS 0.1744372397661209 	 ACC 0.0 
LOSS 0.10249754786491394 	 ACC 0.0 
LOSS 0.12124380469322205 	 ACC 0.0 
LOSS 0.29085618257522583 	 ACC 0.0 
LOSS 0.16016995906829834 	 ACC 0.0 
LOSS 0.18929611146450043 	 ACC 0.0 
LOSS 0.14409632980823517 	 ACC 0.0 
LOSS 0.12124480307102203 	 ACC 0.0 
LOSS 0.2459123134613037 	 ACC 0.0 
LOSS 0.006475683767348528 	 ACC 0.0 
LOSS 0.2208261489868164 	 ACC 0.0 
LOSS 0.22067204117774963 	 ACC 0.0 
LOSS 0.059547170996665955 	 ACC 0.0 
LOSS 0.21021713316440582 	 ACC 0.0 
LOSS 0.3407385051250458 	 ACC 0.0 
LOSS 0.183286651968956 	 ACC 0.0 
LOSS 0.2046719193458557 	 ACC 0.0 
LOSS 0.0564887560904026 	 ACC 0.0 
LOSS 0.24033112823963165 	 ACC 0.0 
LOSS 0.42871397733688354 	 ACC 0.0 
LOSS 0.22357292473316193 	 ACC 0.0 
LOSS 0.01920483447611332 	 ACC 0.0 
LOSS 0.1459355652332306 	 ACC 0.0 
LOSS 0.10877580940723419 	 ACC 0.0 
LOSS 0.12886568903923035 	 ACC 0.0 
LOSS 0.12395278364419937 	 ACC 0.0 
LOSS 0.15316712856292725 	 ACC 0.0 
LOSS 0.1533445119857788 	 ACC 0.0 
LOSS 0.13392677903175354 	 ACC 0.0 
LOSS 0.07982324808835983 	 ACC 0.0 
LOSS 0.1487204134464264 	 ACC 0.0 
LOSS 0.03915389999747276 	 ACC 0.0 
LOSS 0.11724742501974106 	 ACC 0.0 
LOSS 0.10719701647758484 	 ACC 0.0 
LOSS 0.14282530546188354 	 ACC 0.0 
LOSS 0.24869105219841003 	 ACC 0.0 
LOSS 0.12826040387153625 	 ACC 0.0 
LOSS 0.16179656982421875 	 ACC 0.0 
LOSS 0.20384709537029266 	 ACC 0.0 
LOSS 0.4453886151313782 	 ACC 0.0 
LOSS 0.13231252133846283 	 ACC 0.0 
LOSS 0.13566628098487854 	 ACC 0.0 
LOSS 0.12218448519706726 	 ACC 0.0 
LOSS 0.17417480051517487 	 ACC 0.0 
LOSS 0.23967406153678894 	 ACC 0.0 
LOSS 0.14219555258750916 	 ACC 0.0 
LOSS 0.5794908404350281 	 ACC 0.0 
LOSS 0.16602584719657898 	 ACC 0.0 
LOSS 0.12352409213781357 	 ACC 0.0 
LOSS 0.5546035766601562 	 ACC 0.0 
LOSS 0.1491798311471939 	 ACC 0.0 
LOSS 0.21829095482826233 	 ACC 0.0 
LOSS 0.3354473114013672 	 ACC 0.0 
LOSS 0.12276966869831085 	 ACC 0.0 
LOSS 0.12808896601200104 	 ACC 0.0 
LOSS 0.0642467737197876 	 ACC 0.0 
LOSS 0.21643197536468506 	 ACC 0.0 
LOSS 0.07608587294816971 	 ACC 0.0 
LOSS 0.13504193723201752 	 ACC 0.0 
LOSS 0.10361996293067932 	 ACC 0.0 
LOSS 0.21321547031402588 	 ACC 0.0 
LOSS 0.09302964806556702 	 ACC 0.0 
LOSS 0.09765255451202393 	 ACC 0.0 
LOSS 0.0856161117553711 	 ACC 0.0 
LOSS 0.07697511464357376 	 ACC 0.0 
LOSS 0.04701119661331177 	 ACC 0.25 
LOSS 0.05576566979289055 	 ACC 0.0 
LOSS 0.08553996682167053 	 ACC 0.0 
LOSS 0.024091079831123352 	 ACC 0.0 
LOSS 0.10628876090049744 	 ACC 0.0 
LOSS 0.04746580868959427 	 ACC 0.0 
LOSS 0.0736379325389862 	 ACC 0.0 
LOSS 0.07935870438814163 	 ACC 0.0 
LOSS 0.1297653168439865 	 ACC 0.0 
LOSS 0.03934302181005478 	 ACC 0.0 
LOSS 0.06388352066278458 	 ACC 0.0 
LOSS 0.08173353970050812 	 ACC 0.0 
LOSS 0.04430108889937401 	 ACC 0.0 
LOSS 0.06717235594987869 	 ACC 0.0 
LOSS 0.05705048516392708 	 ACC 0.0 
LOSS 0.0722370371222496 	 ACC 0.0 
LOSS 0.11626763641834259 	 ACC 0.0 
LOSS 0.11034474521875381 	 ACC 0.0 
LOSS 0.08138363808393478 	 ACC 0.0 
LOSS 0.10842772573232651 	 ACC 0.0 
LOSS 0.03632426634430885 	 ACC 0.0 
LOSS 0.09503212571144104 	 ACC 0.0 
LOSS 0.037690386176109314 	 ACC 0.0 
LOSS 0.028403274714946747 	 ACC 0.0 
LOSS 0.16883057355880737 	 ACC 0.0 
LOSS 0.041586462408304214 	 ACC 0.0 
LOSS 0.025903573259711266 	 ACC 0.0 
LOSS 0.11244522035121918 	 ACC 0.0 
LOSS 0.09894442558288574 	 ACC 0.0 
LOSS 0.08212397992610931 	 ACC 0.0 
LOSS 0.07249981164932251 	 ACC 0.0 
LOSS 0.08742592483758926 	 ACC 0.0 
LOSS 0.05630341172218323 	 ACC 0.14999999999999997 
LOSS 0.10862954705953598 	 ACC 0.0 
LOSS 0.07721132040023804 	 ACC 0.0 
LOSS 0.09709908068180084 	 ACC 0.0 
LOSS 0.13539256155490875 	 ACC 0.0 
LOSS 0.03696725144982338 	 ACC 0.0 
LOSS 0.2441110759973526 	 ACC 0.0 
LOSS 0.0012044080067425966 	 ACC 0.0 
LOSS 0.028264297172427177 	 ACC 0.0 
LOSS 0.07581708580255508 	 ACC 0.25 
LOSS 0.09823568910360336 	 ACC 0.25 
LOSS 0.09398733824491501 	 ACC 0.25 
LOSS 0.09601819515228271 	 ACC 0.0 
LOSS 0.07600276172161102 	 ACC 0.0 
LOSS 0.16541582345962524 	 ACC 0.0 
LOSS 0.07120883464813232 	 ACC 0.0 
LOSS 0.1373652219772339 	 ACC 0.0 
LOSS 0.07393378019332886 	 ACC 0.0 
LOSS 0.08085782080888748 	 ACC 0.0 
LOSS 0.03871042653918266 	 ACC 0.0 
LOSS 0.05283287540078163 	 ACC 0.0 
LOSS 0.07808160036802292 	 ACC 0.0 
LOSS 0.06370743364095688 	 ACC 0.0 
LOSS 0.08624792844057083 	 ACC 0.0 
LOSS 0.03436070308089256 	 ACC 0.0 
LOSS 0.08131912350654602 	 ACC 0.0 
LOSS 0.17104125022888184 	 ACC 0.0 
LOSS 0.10576565563678741 	 ACC 0.0 
LOSS 0.03787156939506531 	 ACC 0.0 
LOSS 0.09310739487409592 	 ACC 0.0 
LOSS 0.03674094378948212 	 ACC 0.0 
LOSS 0.08351949602365494 	 ACC 0.0 
LOSS 0.0864405557513237 	 ACC 0.0 
LOSS 0.06324595212936401 	 ACC 0.0 
LOSS 0.06704287230968475 	 ACC 0.0 
LOSS 0.09308149665594101 	 ACC 0.0 
LOSS 0.07394091039896011 	 ACC 0.25 
LOSS 0.04939780756831169 	 ACC 0.0 
LOSS 0.042303189635276794 	 ACC 0.25 
LOSS 0.07417193055152893 	 ACC 0.0 
LOSS 0.060888826847076416 	 ACC 0.0 
LOSS 0.05390702188014984 	 ACC 0.0 
LOSS 0.07888033241033554 	 ACC 0.0 
LOSS 0.050271790474653244 	 ACC 0.0 
LOSS 0.030002901330590248 	 ACC 0.0 
LOSS 0.08075271546840668 	 ACC 0.0 
LOSS 0.05775671824812889 	 ACC 0.0 
LOSS 0.08358743041753769 	 ACC 0.0 
LOSS 0.10990145057439804 	 ACC 0.25 
LOSS 0.1225542202591896 	 ACC 0.0 
LOSS 0.03906339406967163 	 ACC 0.0 
LOSS 0.10439272224903107 	 ACC 0.0 
LOSS 0.06182406470179558 	 ACC 0.0 
LOSS 0.04415613040328026 	 ACC 0.25 
LOSS 0.08779344707727432 	 ACC 0.0 
LOSS 0.03240314498543739 	 ACC 0.0 
LOSS 0.13077294826507568 	 ACC 0.0 
LOSS 0.06200626119971275 	 ACC 0.0 
LOSS 0.07098442316055298 	 ACC 0.0 
LOSS 0.08106078207492828 	 ACC 0.0 
LOSS 0.09849483519792557 	 ACC 0.0 
LOSS 0.08354533463716507 	 ACC 0.0 
LOSS 0.004826101940125227 	 ACC 0.0 
LOSS 0.12378977984189987 	 ACC 0.0 
LOSS 0.059287577867507935 	 ACC 0.0 
LOSS 0.11043206602334976 	 ACC 0.0 
LOSS 0.029696909710764885 	 ACC 0.0 
LOSS 0.012860968708992004 	 ACC 0.0 
LOSS 0.04193207249045372 	 ACC 0.0 
LOSS 0.05210590362548828 	 ACC 0.0 
LOSS 0.055828757584095 	 ACC 0.0 
LOSS 0.07347790151834488 	 ACC 0.0 
LOSS 0.020403996109962463 	 ACC 0.0 
LOSS 0.057756707072257996 	 ACC 0.0 
LOSS 0.08557671308517456 	 ACC 0.0 
LOSS 0.059129998087882996 	 ACC 0.0 
LOSS 0.08129879087209702 	 ACC 0.0 
LOSS 0.18566881120204926 	 ACC 0.0 
LOSS 0.03465640917420387 	 ACC 0.5 
LOSS 0.11227230727672577 	 ACC 0.25 
LOSS 0.03964107111096382 	 ACC 0.0 
LOSS 0.07349339127540588 	 ACC 0.0 
LOSS 0.09681727737188339 	 ACC 0.0 
LOSS 0.05575947463512421 	 ACC 0.25 
LOSS 0.08804216235876083 	 ACC 0.0 
LOSS 0.0529036708176136 	 ACC 0.0 
LOSS 0.1185392364859581 	 ACC 0.0 
LOSS 0.03451335057616234 	 ACC 0.0 
LOSS 0.06042088195681572 	 ACC 0.0 
LOSS 0.009167931042611599 	 ACC 0.0 
LOSS 0.10610496252775192 	 ACC 0.0 
LOSS 0.05291326344013214 	 ACC 0.0 
LOSS 0.15376706421375275 	 ACC 0.0 
LOSS 0.09914040565490723 	 ACC 0.0 
LOSS 0.02299715392291546 	 ACC 0.0 
LOSS 0.12704265117645264 	 ACC 0.0 
LOSS 0.05415111780166626 	 ACC 0.0 
LOSS 0.06350681930780411 	 ACC 0.0 
LOSS 0.011188711039721966 	 ACC 0.0 
LOSS 0.04123600572347641 	 ACC 0.0 
LOSS 0.06119273975491524 	 ACC 0.25 
LOSS 0.09248878806829453 	 ACC 0.0 
LOSS 0.030728613957762718 	 ACC 0.0 
LOSS 0.06878633052110672 	 ACC 0.0 
LOSS 0.08423637598752975 	 ACC 0.25 
LOSS 0.13602666556835175 	 ACC 0.0 
LOSS 0.09963928163051605 	 ACC 0.0 
LOSS 0.035577546805143356 	 ACC 0.0 
LOSS 0.0017390557331964374 	 ACC 0.0 
LOSS 0.05780385807156563 	 ACC 0.0 
LOSS 0.09628038108348846 	 ACC 0.0 
LOSS 0.006869317498058081 	 ACC 0.0 
LOSS 0.0707794725894928 	 ACC 0.0 
LOSS 0.03735535591840744 	 ACC 0.0 
LOSS 0.0430867001414299 	 ACC 0.0 
LOSS 0.1129099577665329 	 ACC 0.0 
LOSS 0.0022859966848045588 	 ACC 0.0 
LOSS 0.1080530658364296 	 ACC 0.0 
LOSS 0.08978139609098434 	 ACC 0.0 
LOSS 0.058760590851306915 	 ACC 0.25 
LOSS 0.09547469019889832 	 ACC 0.0 
LOSS 0.1460818201303482 	 ACC 0.0 
LOSS 0.05742533504962921 	 ACC 0.0 
LOSS 0.06068076565861702 	 ACC 0.0 
LOSS 0.05363770201802254 	 ACC 0.0 
LOSS 0.033213380724191666 	 ACC 0.0 
LOSS 0.1078396812081337 	 ACC 0.0 
LOSS 0.03882138803601265 	 ACC 0.0 
LOSS 0.187301903963089 	 ACC 0.0 
LOSS 0.13826920092105865 	 ACC 0.0 
LOSS 0.06441399455070496 	 ACC 0.25 
LOSS 0.08935103565454483 	 ACC 0.0 
LOSS 0.019811512902379036 	 ACC 0.0 
LOSS 0.0916864350438118 	 ACC 0.25 
LOSS 0.13792872428894043 	 ACC 0.0 
LOSS 0.05250662565231323 	 ACC 0.0 
LOSS 0.04361428692936897 	 ACC 0.0 
LOSS 0.036156147718429565 	 ACC 0.0 
LOSS 0.06583995372056961 	 ACC 0.25 
LOSS 0.10254325717687607 	 ACC 0.0 
LOSS 0.06738433241844177 	 ACC 0.0 
LOSS 0.0780813992023468 	 ACC 0.0 
LOSS 0.09493111819028854 	 ACC 0.0 
LOSS 0.106779545545578 	 ACC 0.0 
LOSS 0.08371477574110031 	 ACC 0.0 
LOSS 0.061921730637550354 	 ACC 0.0 
LOSS 0.024868085980415344 	 ACC 0.0 
LOSS 0.11632154136896133 	 ACC 0.0 
LOSS 0.04902913048863411 	 ACC 0.0 
LOSS 0.11966707557439804 	 ACC 0.25 
LOSS 0.08492611348628998 	 ACC 0.0 
LOSS 0.11938763409852982 	 ACC 0.0 
LOSS 0.0684746652841568 	 ACC 0.0 
LOSS 0.08489859104156494 	 ACC 0.0 
LOSS 0.024774612858891487 	 ACC 0.0 
