ITERATION 1 

PARAMS:
-> num_beams:  5 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  1.5 
-> temperature:  1.0 
-> top_k:  50 
-> top_p:  0.7 
-> max_length:  20 
 

WEIGHT DECAY: 0.0001
LOSS 0.012226374819874763 	 ACC 0.0 
LOSS 0.010834607295691967 	 ACC 0.0 
LOSS 0.008839016780257225 	 ACC 0.0 
LOSS 0.034776948392391205 	 ACC 0.0 
LOSS 0.006471818313002586 	 ACC 0.0 
LOSS 0.021770885214209557 	 ACC 0.0 
LOSS 0.013308854773640633 	 ACC 0.0 
LOSS 0.01943812146782875 	 ACC 0.0 
LOSS 0.021020881831645966 	 ACC 0.0 
LOSS 0.043576423078775406 	 ACC 0.0 
LOSS 0.023823261260986328 	 ACC 0.0 
LOSS 0.025093182921409607 	 ACC 0.0 
LOSS 0.014243608340620995 	 ACC 0.0 
LOSS 0.010747844353318214 	 ACC 0.0 
LOSS 0.02561255544424057 	 ACC 0.0 
LOSS 0.0034463100600987673 	 ACC 0.0 
LOSS 0.01140272244811058 	 ACC 0.0 
LOSS 0.017859091982245445 	 ACC 0.0 
LOSS 0.01599240116775036 	 ACC 0.0 
LOSS 0.010525014251470566 	 ACC 0.0 
LOSS 0.013841829262673855 	 ACC 0.0 
LOSS 0.02046588622033596 	 ACC 0.0 
LOSS 0.00908577535301447 	 ACC 0.0 
LOSS 0.019754808396100998 	 ACC 0.0 
LOSS 0.0021676411852240562 	 ACC 0.0 
LOSS 0.010511863976716995 	 ACC 0.0 
LOSS 0.007373351603746414 	 ACC 0.0 
LOSS 0.006696376018226147 	 ACC 0.0 
LOSS 0.015754209831357002 	 ACC 0.0 
LOSS 0.0005261623300611973 	 ACC 0.0 
LOSS 0.02367294766008854 	 ACC 0.0 
LOSS 0.006512153893709183 	 ACC 0.0 
LOSS 0.009895190596580505 	 ACC 0.0 
LOSS 0.0046540312469005585 	 ACC 0.25 
LOSS 0.23639194667339325 	 ACC 0.0 
LOSS 0.010494171641767025 	 ACC 0.0 
LOSS 0.005102878902107477 	 ACC 0.0 
LOSS 0.022033685818314552 	 ACC 0.0 
LOSS 0.011735646054148674 	 ACC 0.0 
LOSS 0.0036810096353292465 	 ACC 0.0 
LOSS 0.008336235769093037 	 ACC 0.0 
LOSS 0.011337715201079845 	 ACC 0.0 
LOSS 0.008853774517774582 	 ACC 0.0 
LOSS 0.01432068645954132 	 ACC 0.0 
LOSS 0.014044047333300114 	 ACC 0.0 
LOSS 0.015600908547639847 	 ACC 0.0 
LOSS 0.01478827279061079 	 ACC 0.0 
LOSS 0.12279777973890305 	 ACC 0.0 
LOSS 0.018556347116827965 	 ACC 0.0 
LOSS 0.009396246634423733 	 ACC 0.0 
LOSS 0.011944846250116825 	 ACC 0.0 
LOSS 0.007973921485245228 	 ACC 0.0 
LOSS 0.01353000570088625 	 ACC 0.0 
LOSS 0.03290992230176926 	 ACC 0.0 
LOSS 0.020292697474360466 	 ACC 0.0 
LOSS 0.015668099746108055 	 ACC 0.0 
LOSS 0.017808543518185616 	 ACC 0.0 
LOSS 0.033025190234184265 	 ACC 0.0 
LOSS 0.017949000000953674 	 ACC 0.0 
LOSS 0.01193931046873331 	 ACC 0.0 
LOSS 0.010620725341141224 	 ACC 0.0 
LOSS 0.009202059358358383 	 ACC 0.0 
LOSS 0.01422116905450821 	 ACC 0.0 
LOSS 0.0006191643187776208 	 ACC 0.0 
LOSS 0.010717288590967655 	 ACC 0.0 
LOSS 0.010756921023130417 	 ACC 0.0 
LOSS 0.02276800386607647 	 ACC 0.0 
LOSS 0.013503571972250938 	 ACC 0.0 
LOSS 0.0028495709411799908 	 ACC 0.0 
LOSS 0.02885483019053936 	 ACC 0.0 
LOSS 0.23620878159999847 	 ACC 0.0 
LOSS 0.01650984399020672 	 ACC 0.0 
LOSS 0.013427932746708393 	 ACC 0.0 
LOSS 0.04041298106312752 	 ACC 0.0 
LOSS 0.02609688602387905 	 ACC 0.0 
LOSS 0.01016849372535944 	 ACC 0.0 
LOSS 0.009727636352181435 	 ACC 0.0 
LOSS 0.02308419719338417 	 ACC 0.0 
LOSS 0.009856411255896091 	 ACC 0.0 
LOSS 0.015033680945634842 	 ACC 0.0 
LOSS 0.010180646553635597 	 ACC 0.0 
LOSS 0.0018024503951892257 	 ACC 0.0 
LOSS 0.019494786858558655 	 ACC 0.0 
LOSS 0.024625400081276894 	 ACC 0.0 
LOSS 0.010608965530991554 	 ACC 0.0 
LOSS 0.00784458126872778 	 ACC 0.0 
LOSS 0.003947578836232424 	 ACC 0.0 
LOSS 0.0008329101256094873 	 ACC 0.0 
LOSS 0.004860507789999247 	 ACC 0.0 
LOSS 0.020800147205591202 	 ACC 0.0 
LOSS 0.022716615349054337 	 ACC 0.0 
LOSS 0.004632746800780296 	 ACC 0.0 
LOSS 0.008771074935793877 	 ACC 0.0 
LOSS 0.00046666504931636155 	 ACC 0.0 
LOSS 0.022999126464128494 	 ACC 0.0 
LOSS 0.015912111848592758 	 ACC 0.0 
LOSS 0.009626686573028564 	 ACC 0.0 
LOSS 0.010452339425683022 	 ACC 0.0 
LOSS 0.009216099046170712 	 ACC 0.0 
LOSS 0.011985019780695438 	 ACC 0.0 
LOSS 0.004442569799721241 	 ACC 0.0 
LOSS 0.012828420847654343 	 ACC 0.0 
LOSS 0.011458171531558037 	 ACC 0.0 
LOSS 0.005792705342173576 	 ACC 0.0 
LOSS 0.016533950343728065 	 ACC 0.0 
LOSS 0.009067501872777939 	 ACC 0.0 
LOSS 0.007023405283689499 	 ACC 0.0 
LOSS 0.0007099471986293793 	 ACC 0.0 
LOSS 0.00360689964145422 	 ACC 0.0 
LOSS 0.014806462451815605 	 ACC 0.0 
LOSS 0.06314363330602646 	 ACC 0.0 
LOSS 0.014288890175521374 	 ACC 0.0 
LOSS 0.010450215078890324 	 ACC 0.0 
LOSS 0.03832006826996803 	 ACC 0.0 
LOSS 0.00980830192565918 	 ACC 0.0 
LOSS 0.01759781315922737 	 ACC 0.0 
LOSS 0.02189343422651291 	 ACC 0.0 
LOSS 0.011077214032411575 	 ACC 0.0 
LOSS 0.011127176694571972 	 ACC 0.0 
LOSS 0.07074093818664551 	 ACC 0.0 
LOSS 0.011071321554481983 	 ACC 0.0 
LOSS 0.08004181832075119 	 ACC 0.0 
LOSS 0.005197390913963318 	 ACC 0.0 
LOSS 0.0026108811143785715 	 ACC 0.0 
LOSS 0.00777945201843977 	 ACC 0.0 
LOSS 0.006662730127573013 	 ACC 0.0 
LOSS 0.01074723806232214 	 ACC 0.0 
LOSS 0.007039427757263184 	 ACC 0.0 
LOSS 0.012695370241999626 	 ACC 0.0 
LOSS 0.010081601329147816 	 ACC 0.0 
LOSS 0.00029551939223892987 	 ACC 0.0 
LOSS 0.03131617605686188 	 ACC 0.0 
LOSS 0.007412910461425781 	 ACC 0.0 
LOSS 0.009725655429065228 	 ACC 0.0 
LOSS 0.008179813623428345 	 ACC 0.0 
LOSS 0.01759432442486286 	 ACC 0.0 
LOSS 0.007919483818113804 	 ACC 0.0 
LOSS 0.008973666466772556 	 ACC 0.0 
LOSS 0.04276636987924576 	 ACC 0.0 
LOSS 0.08078300952911377 	 ACC 0.0 
LOSS 0.0073309727013111115 	 ACC 0.0 
LOSS 0.00428030826151371 	 ACC 0.0 
LOSS 0.006888002622872591 	 ACC 0.0 
LOSS 0.017631663009524345 	 ACC 0.0 
LOSS 0.0037949818652123213 	 ACC 0.0 
LOSS 0.00986193772405386 	 ACC 0.0 
LOSS 0.007689753081649542 	 ACC 0.0 
LOSS 0.012506702914834023 	 ACC 0.0 
LOSS 0.007491944823414087 	 ACC 0.0 
LOSS 0.020711863413453102 	 ACC 0.0 
LOSS 0.026027794927358627 	 ACC 0.0 
LOSS 0.018488284200429916 	 ACC 0.0 
LOSS 0.0050363619811832905 	 ACC 0.0 
LOSS 0.0096304751932621 	 ACC 0.0 
LOSS 0.008887379430234432 	 ACC 0.0 
LOSS 0.01446325983852148 	 ACC 0.0 
LOSS 0.004149308893829584 	 ACC 0.0 
LOSS 0.012609956786036491 	 ACC 0.0 
LOSS 0.03256690129637718 	 ACC 0.0 
LOSS 0.005950441118329763 	 ACC 0.0 
LOSS 0.07247668504714966 	 ACC 0.0 
LOSS 0.008415568619966507 	 ACC 0.0 
LOSS 0.0027679260820150375 	 ACC 0.0 
LOSS 0.013087576255202293 	 ACC 0.0 
LOSS 0.004627430811524391 	 ACC 0.0 
LOSS 0.013055545277893543 	 ACC 0.0 
LOSS 0.012550982646644115 	 ACC 0.0 
LOSS 0.0067307353019714355 	 ACC 0.0 
LOSS 0.005189619958400726 	 ACC 0.0 
LOSS 0.0131829297170043 	 ACC 0.0 
LOSS 0.004558699671179056 	 ACC 0.0 
LOSS 0.009882988408207893 	 ACC 0.0 
LOSS 0.05793684720993042 	 ACC 0.0 
LOSS 0.010043014772236347 	 ACC 0.0 
LOSS 0.0015477308770641685 	 ACC 0.0 
LOSS 0.006467980798333883 	 ACC 0.0 
LOSS 0.019739923998713493 	 ACC 0.0 
LOSS 0.02013401873409748 	 ACC 0.0 
LOSS 0.013593395240604877 	 ACC 0.0 
LOSS 0.011603551916778088 	 ACC 0.0 
LOSS 0.015563132241368294 	 ACC 0.0 
LOSS 0.009889129549264908 	 ACC 0.0 
LOSS 0.007083208300173283 	 ACC 0.0 
LOSS 0.012189348228275776 	 ACC 0.0 
LOSS 0.009298551827669144 	 ACC 0.0 
LOSS 0.022415580227971077 	 ACC 0.0 
LOSS 0.011968028731644154 	 ACC 0.0 
LOSS 0.014000075869262218 	 ACC 0.0 
LOSS 0.03915374353528023 	 ACC 0.0 
LOSS 0.012026969343423843 	 ACC 0.0 
LOSS 0.025936657562851906 	 ACC 0.0 
LOSS 0.006170529872179031 	 ACC 0.0 
LOSS 0.02485005185008049 	 ACC 0.0 
LOSS 0.008135439828038216 	 ACC 0.0 
LOSS 0.004934811033308506 	 ACC 0.0 
LOSS 0.030809435993433 	 ACC 0.0 
LOSS 0.010816081427037716 	 ACC 0.0 
LOSS 0.0035894555039703846 	 ACC 0.0 
LOSS 0.009130271151661873 	 ACC 0.0 
LOSS 0.018735764548182487 	 ACC 0.0 
LOSS 0.010275677777826786 	 ACC 0.0 
LOSS 0.014164445921778679 	 ACC 0.0 
LOSS 0.0069002630189061165 	 ACC 0.0 
LOSS 0.007694721221923828 	 ACC 0.0 
LOSS 0.012175293639302254 	 ACC 0.0 
LOSS 0.008705336600542068 	 ACC 0.0 
LOSS 0.004463776480406523 	 ACC 0.0 
LOSS 0.008812702260911465 	 ACC 0.0 
LOSS 0.009072640910744667 	 ACC 0.0 
LOSS 0.010599445551633835 	 ACC 0.0 
LOSS 0.007164792623370886 	 ACC 0.0 
LOSS 0.009514695033431053 	 ACC 0.0 
LOSS 0.010242760181427002 	 ACC 0.0 
LOSS 0.008020286448299885 	 ACC 0.0 
LOSS 0.009744657203555107 	 ACC 0.0 
LOSS 0.003653261810541153 	 ACC 0.0 
LOSS 0.004259166773408651 	 ACC 0.0 
LOSS 0.017798468470573425 	 ACC 0.0 
LOSS 0.009804299101233482 	 ACC 0.0 
LOSS 0.01125543937087059 	 ACC 0.0 
LOSS 0.014392768032848835 	 ACC 0.0 
LOSS 0.010148189961910248 	 ACC 0.0 
LOSS 0.009951066225767136 	 ACC 0.0 
LOSS 0.009250856004655361 	 ACC 0.0 
LOSS 0.0084622111171484 	 ACC 0.0 
LOSS 0.0017125305021181703 	 ACC 0.0 
LOSS 0.045458875596523285 	 ACC 0.0 
LOSS 0.0459662601351738 	 ACC 0.0 
LOSS 0.006493209861218929 	 ACC 0.0 
LOSS 0.06718487292528152 	 ACC 0.0 
LOSS 0.004828358069062233 	 ACC 0.0 
LOSS 0.012317080982029438 	 ACC 0.0 
LOSS 0.014517979696393013 	 ACC 0.0 
LOSS 0.004931623116135597 	 ACC 0.0 
LOSS 0.008336744271218777 	 ACC 0.0 
LOSS 0.00773613341152668 	 ACC 0.0 
LOSS 0.0076755681075155735 	 ACC 0.0 
LOSS 0.06210809946060181 	 ACC 0.0 
LOSS 0.003938214387744665 	 ACC 0.0 
LOSS 0.008330251090228558 	 ACC 0.0 
LOSS 0.005503511056303978 	 ACC 0.0 
LOSS 0.006356510799378157 	 ACC 0.0 
LOSS 0.05521715432405472 	 ACC 0.0 
LOSS 0.010653115808963776 	 ACC 0.0 
LOSS 0.007429768331348896 	 ACC 0.0 
LOSS 0.01307096891105175 	 ACC 0.0 
LOSS 0.01483980007469654 	 ACC 0.0 
LOSS 0.009292194619774818 	 ACC 0.0 
LOSS 0.012679453007876873 	 ACC 0.0 
LOSS 0.042058177292346954 	 ACC 0.0 
LOSS 0.0037673732731491327 	 ACC 0.0 
LOSS 0.010864483192563057 	 ACC 0.0 
LOSS 0.009904144331812859 	 ACC 0.0 
LOSS 0.0141627611592412 	 ACC 0.0 
LOSS 0.009114963933825493 	 ACC 0.0 
LOSS 0.013757835142314434 	 ACC 0.0 
LOSS 0.015043322928249836 	 ACC 0.0 
LOSS 0.007332926150411367 	 ACC 0.0 
LOSS 0.022903934121131897 	 ACC 0.0 
LOSS 0.007825477048754692 	 ACC 0.0 
LOSS 0.0033175081480294466 	 ACC 0.0 
LOSS 0.011893009766936302 	 ACC 0.0 
LOSS 0.008630543947219849 	 ACC 0.0 
LOSS 0.00814190972596407 	 ACC 0.0 
LOSS 0.028863269835710526 	 ACC 0.0 
LOSS 0.004778627306222916 	 ACC 0.0 
LOSS 0.006290766876190901 	 ACC 0.0 
LOSS 0.007510015275329351 	 ACC 0.0 
LOSS 0.00681337621062994 	 ACC 0.0 
LOSS 0.01143648847937584 	 ACC 0.0 
LOSS 0.010719897225499153 	 ACC 0.0 
LOSS 0.014465095475316048 	 ACC 0.0 
LOSS 0.007535863202065229 	 ACC 0.0 
LOSS 0.006059327162802219 	 ACC 0.0 
LOSS 0.007786596659570932 	 ACC 0.0 
LOSS 0.018915828317403793 	 ACC 0.0 
LOSS 0.04254357889294624 	 ACC 0.0 
LOSS 0.007674264255911112 	 ACC 0.0 
LOSS 0.07057622820138931 	 ACC 0.0 
LOSS 0.007131221238523722 	 ACC 0.0 
LOSS 0.01176954060792923 	 ACC 0.0 
LOSS 0.007520738057792187 	 ACC 0.0 
LOSS 0.009811011143028736 	 ACC 0.0 
LOSS 0.014853410422801971 	 ACC 0.0 
LOSS 0.07872483879327774 	 ACC 0.0 
LOSS 0.005546601489186287 	 ACC 0.0 
LOSS 0.02486070990562439 	 ACC 0.0 
LOSS 0.008677194826304913 	 ACC 0.0 
LOSS 0.023319188505411148 	 ACC 0.0 
LOSS 0.004137183073908091 	 ACC 0.0 
LOSS 0.0058299340307712555 	 ACC 0.0 
LOSS 0.0090282391756773 	 ACC 0.0 
LOSS 0.009422349743545055 	 ACC 0.0 
LOSS 0.01351617556065321 	 ACC 0.0 
LOSS 0.0022157009225338697 	 ACC 0.0 
LOSS 0.008713516406714916 	 ACC 0.0 
LOSS 0.006346219684928656 	 ACC 0.0 
LOSS 0.07815264165401459 	 ACC 0.0 
LOSS 0.0699264332652092 	 ACC 0.0 
LOSS 0.006702372804284096 	 ACC 0.0 
LOSS 0.011653799563646317 	 ACC 0.0 
LOSS 0.01185734011232853 	 ACC 0.0 
LOSS 0.012627795338630676 	 ACC 0.0 
LOSS 0.0006372478092089295 	 ACC 0.0 
LOSS 0.0089586665853858 	 ACC 0.0 
LOSS 0.007177656516432762 	 ACC 0.0 
LOSS 0.01171416137367487 	 ACC 0.0 
LOSS 0.010896168649196625 	 ACC 0.0 
LOSS 0.008328558877110481 	 ACC 0.0 
LOSS 0.008194588124752045 	 ACC 0.0 
LOSS 0.01156879123300314 	 ACC 0.0 
LOSS 0.014501014724373817 	 ACC 0.0 
LOSS 0.012764543294906616 	 ACC 0.0 
LOSS 0.00666203536093235 	 ACC 0.0 
LOSS 0.045610345900058746 	 ACC 0.0 
LOSS 0.014189176261425018 	 ACC 0.0 
LOSS 0.00831037200987339 	 ACC 0.0 
LOSS 0.007162357214838266 	 ACC 0.0 
LOSS 0.016730615869164467 	 ACC 0.0 
LOSS 0.02372148633003235 	 ACC 0.0 
LOSS 0.009937929920852184 	 ACC 0.0 
LOSS 0.007076181937009096 	 ACC 0.0 
LOSS 0.012030625715851784 	 ACC 0.0 
LOSS 0.00842625554651022 	 ACC 0.0 
LOSS 0.029375413432717323 	 ACC 0.0 
LOSS 0.014188665896654129 	 ACC 0.0 
LOSS 0.007374619599431753 	 ACC 0.0 
LOSS 0.008973210118710995 	 ACC 0.0 
LOSS 0.013433963060379028 	 ACC 0.0 
LOSS 0.007045896723866463 	 ACC 0.0 
LOSS 0.01068037562072277 	 ACC 0.0 
LOSS 0.010582230053842068 	 ACC 0.0 
LOSS 0.0014564814046025276 	 ACC 0.0 
LOSS 0.004593785386532545 	 ACC 0.0 
LOSS 0.007160438224673271 	 ACC 0.0 
LOSS 0.005389298778027296 	 ACC 0.0 
LOSS 0.013542992062866688 	 ACC 0.0 
LOSS 0.004590356722474098 	 ACC 0.0 
LOSS 0.002753410255536437 	 ACC 0.0 
LOSS 0.005224715918302536 	 ACC 0.0 
LOSS 0.019767455756664276 	 ACC 0.0 
LOSS 0.012166930362582207 	 ACC 0.0 
LOSS 0.01574760116636753 	 ACC 0.0 
LOSS 0.012211395427584648 	 ACC 0.0 
LOSS 0.008836468681693077 	 ACC 0.0 
LOSS 0.012086640112102032 	 ACC 0.0 
LOSS 0.01622902788221836 	 ACC 0.0 
LOSS 0.02446277067065239 	 ACC 0.0 
LOSS 0.0031058399472385645 	 ACC 0.0 
LOSS 0.0003023904573637992 	 ACC 0.0 
LOSS 0.015367335639894009 	 ACC 0.0 
LOSS 0.005687727127224207 	 ACC 0.0 
LOSS 0.0006066891946829855 	 ACC 0.0 
LOSS 0.0062924157828092575 	 ACC 0.0 
LOSS 0.022717250511050224 	 ACC 0.0 
LOSS 0.0031631707679480314 	 ACC 0.0 
LOSS 0.005325049627572298 	 ACC 0.0 
LOSS 0.009308711625635624 	 ACC 0.0 
LOSS 0.003420190652832389 	 ACC 0.25 
LOSS 0.009135148487985134 	 ACC 0.0 
LOSS 0.03163700923323631 	 ACC 0.0 
LOSS 0.002285151509568095 	 ACC 0.0 
LOSS 0.004455953370779753 	 ACC 0.0 
LOSS 0.007962075993418694 	 ACC 0.0 
LOSS 0.17645569145679474 	 ACC 0.0 
LOSS 0.01382221095263958 	 ACC 0.0 
LOSS 0.014268535189330578 	 ACC 0.0 
LOSS 0.011909132823348045 	 ACC 0.0 
LOSS 0.007030769716948271 	 ACC 0.0 
LOSS 0.007880913093686104 	 ACC 0.0 
LOSS 0.007524582557380199 	 ACC 0.0 
LOSS 0.0035627391189336777 	 ACC 0.0 
LOSS 0.005611926317214966 	 ACC 0.0 
LOSS 0.00769704207777977 	 ACC 0.0 
LOSS 0.007048372179269791 	 ACC 0.0 
LOSS 0.005908150225877762 	 ACC 0.0 
LOSS 0.027018629014492035 	 ACC 0.0 
LOSS 0.009058970957994461 	 ACC 0.0 
LOSS 0.0010626097209751606 	 ACC 0.0 
LOSS 0.011516113765537739 	 ACC 0.0 
LOSS 0.008829984813928604 	 ACC 0.0 
LOSS 0.005864043720066547 	 ACC 0.0 
LOSS 0.010794351808726788 	 ACC 0.0 
LOSS 0.008832988329231739 	 ACC 0.0 
LOSS 0.005196040030568838 	 ACC 0.0 
LOSS 0.012926025316119194 	 ACC 0.0 
LOSS 0.007408550474792719 	 ACC 0.0 
LOSS 0.01570557989180088 	 ACC 0.0 
LOSS 0.009612761437892914 	 ACC 0.0 
LOSS 0.0013483347138389945 	 ACC 0.0 
LOSS 0.00739529961720109 	 ACC 0.0 
LOSS 0.0297896396368742 	 ACC 0.0 
LOSS 0.022624921053647995 	 ACC 0.0 
LOSS 0.006292986683547497 	 ACC 0.0 
LOSS 0.008445784449577332 	 ACC 0.0 
LOSS 0.01421146560460329 	 ACC 0.0 
LOSS 0.007347320206463337 	 ACC 0.0 
LOSS 0.003433621721342206 	 ACC 0.0 
LOSS 0.0106735210865736 	 ACC 0.0 
LOSS 0.0037537720054388046 	 ACC 0.0 
LOSS 0.010126073844730854 	 ACC 0.0 
LOSS 0.0032053326722234488 	 ACC 0.0 
LOSS 0.008226403966546059 	 ACC 0.0 
LOSS 0.013989165425300598 	 ACC 0.0 
LOSS 0.01859116740524769 	 ACC 0.0 
LOSS 0.0077894809655845165 	 ACC 0.0 
LOSS 0.012225944548845291 	 ACC 0.0 
LOSS 0.007898257113993168 	 ACC 0.0 
LOSS 0.005555832292884588 	 ACC 0.0 
LOSS 0.006239595357328653 	 ACC 0.0 
LOSS 0.018171878531575203 	 ACC 0.0 
LOSS 0.014050097204744816 	 ACC 0.0 
LOSS 0.016530901193618774 	 ACC 0.0 
LOSS 0.005262007936835289 	 ACC 0.0 
LOSS 0.019323136657476425 	 ACC 0.0 
LOSS 0.01853475160896778 	 ACC 0.0 
LOSS 0.009147217497229576 	 ACC 0.0 
LOSS 0.007791094481945038 	 ACC 0.0 
LOSS 0.011604316532611847 	 ACC 0.0 
LOSS 0.011397317051887512 	 ACC 0.0 
LOSS 0.021877406165003777 	 ACC 0.0 
LOSS 0.005655977874994278 	 ACC 0.25 
LOSS 0.00238040997646749 	 ACC 0.0 
LOSS 0.051810357719659805 	 ACC 0.0 
LOSS 0.003480107756331563 	 ACC 0.0 
LOSS 0.007629212457686663 	 ACC 0.0 
LOSS 0.005333918146789074 	 ACC 0.0 
LOSS 0.010415184311568737 	 ACC 0.0 
LOSS 0.0064628212712705135 	 ACC 0.0 
LOSS 0.003098320448771119 	 ACC 0.0 
LOSS 0.013203583657741547 	 ACC 0.0 
LOSS 0.02268466353416443 	 ACC 0.0 
LOSS 0.009644395671784878 	 ACC 0.0 
LOSS 0.0080926064401865 	 ACC 0.0 
LOSS 0.007955748587846756 	 ACC 0.0 
LOSS 0.006894538179039955 	 ACC 0.0 
LOSS 0.014572340063750744 	 ACC 0.0 
LOSS 0.009960833005607128 	 ACC 0.0 
LOSS 0.009242246858775616 	 ACC 0.0 
LOSS 0.008522962220013142 	 ACC 0.0 
LOSS 0.014807157218456268 	 ACC 0.0 
LOSS 0.00494365906342864 	 ACC 0.0 
LOSS 0.03676579147577286 	 ACC 0.0 
LOSS 0.006648419424891472 	 ACC 0.0 
LOSS 0.009536728262901306 	 ACC 0.0 
LOSS 0.011369786225259304 	 ACC 0.0 
LOSS 0.004746800754219294 	 ACC 0.0 
LOSS 0.0217159204185009 	 ACC 0.25 
LOSS 0.006483819335699081 	 ACC 0.0 
LOSS 0.027043595910072327 	 ACC 0.0 
LOSS 0.003310495987534523 	 ACC 0.0 
LOSS 0.005442528985440731 	 ACC 0.0 
LOSS 0.004802071023732424 	 ACC 0.0 
LOSS 0.0167432501912117 	 ACC 0.0 
LOSS 0.004833753686398268 	 ACC 0.0 
LOSS 0.006860590539872646 	 ACC 0.0 
LOSS 0.007412296254187822 	 ACC 0.0 
LOSS 0.009762410074472427 	 ACC 0.0 
LOSS 0.009051326662302017 	 ACC 0.0 
LOSS 0.009418400004506111 	 ACC 0.0 
LOSS 0.007520157843828201 	 ACC 0.0 
LOSS 0.021885255351662636 	 ACC 0.0 
LOSS 0.007194013334810734 	 ACC 0.0 
LOSS 0.004572082776576281 	 ACC 0.0 
LOSS 0.00785027164965868 	 ACC 0.0 
LOSS 0.007993008941411972 	 ACC 0.0 
LOSS 0.0089954175055027 	 ACC 0.0 
LOSS 0.00370898493565619 	 ACC 0.0 
LOSS 0.005739034619182348 	 ACC 0.0 
LOSS 0.004631514195352793 	 ACC 0.0 
LOSS 0.0012723185354843736 	 ACC 0.0 
LOSS 0.00849773921072483 	 ACC 0.0 
LOSS 0.0018575534923002124 	 ACC 0.0 
LOSS 0.007806974928826094 	 ACC 0.0 
LOSS 0.00683093536645174 	 ACC 0.0 
LOSS 0.0103305010125041 	 ACC 0.0 
LOSS 0.012063792906701565 	 ACC 0.0 
LOSS 0.005846264306455851 	 ACC 0.0 
LOSS 0.011252579279243946 	 ACC 0.0 
LOSS 0.007189142517745495 	 ACC 0.0 
LOSS 0.012619256973266602 	 ACC 0.0 
LOSS 0.006812655832618475 	 ACC 0.0 
LOSS 0.0023614231031388044 	 ACC 0.0 
LOSS 0.0009248810820281506 	 ACC 0.0 
LOSS 0.006590781733393669 	 ACC 0.0 
LOSS 0.005326876882463694 	 ACC 0.0 
LOSS 0.011795870028436184 	 ACC 0.0 
LOSS 0.0029418093618005514 	 ACC 0.0 
LOSS 0.0007300351280719042 	 ACC 0.0 
LOSS 0.002666106214746833 	 ACC 0.0 
LOSS 0.00569586455821991 	 ACC 0.0 
LOSS 0.0063475435599684715 	 ACC 0.0 
LOSS 0.10775039345026016 	 ACC 0.0 
LOSS 0.009742818772792816 	 ACC 0.0 
LOSS 0.05378730222582817 	 ACC 0.0 
LOSS 0.14735518395900726 	 ACC 0.0 
LOSS 0.012003378942608833 	 ACC 0.0 
LOSS 0.00610791239887476 	 ACC 0.0 
LOSS 0.004427585285156965 	 ACC 0.0 
LOSS 0.014658743515610695 	 ACC 0.0 
LOSS 0.007573238108307123 	 ACC 0.0 
LOSS 0.006682626903057098 	 ACC 0.0 
LOSS 0.021994395181536674 	 ACC 0.0 
LOSS 0.008289514109492302 	 ACC 0.0 
LOSS 0.028268620371818542 	 ACC 0.0 
LOSS 0.007714693900197744 	 ACC 0.0 
LOSS 0.002659781137481332 	 ACC 0.0 
LOSS 0.002323872409760952 	 ACC 0.0 
LOSS 0.008043624460697174 	 ACC 0.0 
LOSS 0.01449382770806551 	 ACC 0.0 
LOSS 0.004949443507939577 	 ACC 0.0 
LOSS 0.0026245161425322294 	 ACC 0.0 
LOSS 0.004002362955361605 	 ACC 0.0 
LOSS 0.020569954067468643 	 ACC 0.0 
LOSS 0.013556519523262978 	 ACC 0.0 
LOSS 0.006455193739384413 	 ACC 0.0 
LOSS 0.007612265646457672 	 ACC 0.0 
LOSS 0.01133033074438572 	 ACC 0.0 
LOSS 0.00029802118660882115 	 ACC 0.0 
LOSS 0.0033139921724796295 	 ACC 0.0 
LOSS 0.01586967706680298 	 ACC 0.0 
LOSS 0.002665526932105422 	 ACC 0.0 
LOSS 0.01098206639289856 	 ACC 0.0 
LOSS 0.01199575699865818 	 ACC 0.0 
LOSS 0.017166243866086006 	 ACC 0.0 
LOSS 0.0047308108769357204 	 ACC 0.0 
LOSS 0.011664127930998802 	 ACC 0.0 
LOSS 0.012000672519207 	 ACC 0.0 
LOSS 0.008283006027340889 	 ACC 0.0 
LOSS 0.006480846554040909 	 ACC 0.0 
LOSS 0.00831796694546938 	 ACC 0.0 
LOSS 0.010194691829383373 	 ACC 0.0 
LOSS 0.01667202077805996 	 ACC 0.0 
LOSS 0.0037563752848654985 	 ACC 0.0 
LOSS 0.0050189318135380745 	 ACC 0.0 
LOSS 0.004567742347717285 	 ACC 0.0 
LOSS 0.011265495792031288 	 ACC 0.0 
LOSS 0.027030441910028458 	 ACC 0.0 
LOSS 0.008630926720798016 	 ACC 0.0 
LOSS 0.008133627474308014 	 ACC 0.0 
LOSS 0.006420918274670839 	 ACC 0.0 
LOSS 0.04234033077955246 	 ACC 0.0 
LOSS 0.027513545006513596 	 ACC 0.0 
LOSS 0.007636661175638437 	 ACC 0.0 
LOSS 0.00032595288939774036 	 ACC 0.0 
LOSS 0.009194384329020977 	 ACC 0.0 
LOSS 0.012505674734711647 	 ACC 0.0 
LOSS 0.004596152808517218 	 ACC 0.0 
LOSS 0.007880483753979206 	 ACC 0.0 
LOSS 0.010044700466096401 	 ACC 0.0 
LOSS 0.010560562834143639 	 ACC 0.0 
LOSS 0.0053489720448851585 	 ACC 0.0 
