ITERATION 1 

PARAMS:
-> num_beams:  5 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  1.5 
-> temperature:  1.0 
-> top_k:  50 
-> top_p:  0.7 
-> max_length:  20 
 

WEIGHT DECAY: 0.0001
LOSS 0.23121823370456696 	 ACC 0.0 
LOSS 0.3565131425857544 	 ACC 0.0 
LOSS 0.3835311830043793 	 ACC 0.0 
LOSS 0.022508548572659492 	 ACC 0.0 
LOSS 0.5506980419158936 	 ACC 0.0 
LOSS 0.22153571248054504 	 ACC 0.25 
LOSS 0.2910696864128113 	 ACC 0.0 
LOSS 0.4878942668437958 	 ACC 0.25 
LOSS 0.37653598189353943 	 ACC 0.0 
LOSS 0.3543224632740021 	 ACC 0.0 
LOSS 0.1675957888364792 	 ACC 0.0 
LOSS 0.16041868925094604 	 ACC 0.25 
LOSS 0.31183645129203796 	 ACC 0.25 
LOSS 0.0704638734459877 	 ACC 0.0 
LOSS 0.37189704179763794 	 ACC 0.25 
LOSS 0.4642919600009918 	 ACC 0.0 
LOSS 0.21612145006656647 	 ACC 0.0 
LOSS 0.3472890555858612 	 ACC 0.25 
LOSS 0.07327541708946228 	 ACC 0.0 
LOSS 0.019720714539289474 	 ACC 0.0 
LOSS 0.10479439795017242 	 ACC 0.0 
LOSS 0.12000999599695206 	 ACC 0.0 
LOSS 0.2644576132297516 	 ACC 0.0 
LOSS 0.22223620116710663 	 ACC 0.0 
LOSS 0.10486690700054169 	 ACC 0.0 
LOSS 0.36019638180732727 	 ACC 0.0 
LOSS 0.3916473388671875 	 ACC 0.0 
LOSS 0.15073567628860474 	 ACC 0.0 
LOSS 0.13573729991912842 	 ACC 0.0 
LOSS 0.035861361771821976 	 ACC 0.0 
LOSS 0.27622202038764954 	 ACC 0.25 
LOSS 0.25441280007362366 	 ACC 0.25 
LOSS 0.1104215458035469 	 ACC 0.0 
LOSS 0.0022963446099311113 	 ACC 0.0 
LOSS 0.29161307215690613 	 ACC 0.0 
LOSS 0.16646669805049896 	 ACC 0.0 
LOSS 0.08362399786710739 	 ACC 0.0 
LOSS 0.1121087595820427 	 ACC 0.0 
LOSS 0.13712452352046967 	 ACC 0.0 
LOSS 0.21092383563518524 	 ACC 0.25 
LOSS 0.0015916451811790466 	 ACC 0.0 
LOSS 0.16638363897800446 	 ACC 0.0 
LOSS 0.2905811071395874 	 ACC 0.0 
LOSS 0.29608508944511414 	 ACC 0.0 
LOSS 0.3102016746997833 	 ACC 0.0 
LOSS 0.2638304531574249 	 ACC 0.0 
LOSS 0.014987594448029995 	 ACC 0.0 
LOSS 0.39988943934440613 	 ACC 0.0 
LOSS 0.21596291661262512 	 ACC 0.0 
LOSS 0.13094167411327362 	 ACC 0.0 
LOSS 0.1704774796962738 	 ACC 0.0 
LOSS 0.2930215299129486 	 ACC 0.0 
LOSS 0.0027685228269547224 	 ACC 0.0 
LOSS 0.11500346660614014 	 ACC 0.25 
LOSS 0.21263833343982697 	 ACC 0.0 
LOSS 0.0778220146894455 	 ACC 0.0 
LOSS 0.15337780117988586 	 ACC 0.0 
LOSS 0.6668892502784729 	 ACC 0.0 
LOSS 0.1280147135257721 	 ACC 0.0 
LOSS 0.2412605881690979 	 ACC 0.0 
LOSS 0.12694725394248962 	 ACC 0.0 
LOSS 0.15273810923099518 	 ACC 0.0 
LOSS 0.4107869565486908 	 ACC 0.0 
LOSS 0.0690094456076622 	 ACC 0.25 
LOSS 0.11208337545394897 	 ACC 0.0 
LOSS 0.2478329837322235 	 ACC 0.0 
LOSS 0.6330586075782776 	 ACC 0.0 
LOSS 0.12814757227897644 	 ACC 0.0 
LOSS 0.32906511425971985 	 ACC 0.0 
LOSS 0.39302247762680054 	 ACC 0.0 
LOSS 0.266515851020813 	 ACC 0.0 
LOSS 0.3254507780075073 	 ACC 0.0 
LOSS 0.1144375428557396 	 ACC 0.0 
LOSS 0.24000641703605652 	 ACC 0.0 
LOSS 0.13008470833301544 	 ACC 0.0 
LOSS 0.12375691533088684 	 ACC 0.0 
LOSS 0.008499099873006344 	 ACC 0.0 
LOSS 0.18773776292800903 	 ACC 0.0 
LOSS 0.006377700716257095 	 ACC 0.0 
LOSS 0.08061914891004562 	 ACC 0.25 
LOSS 0.21830393373966217 	 ACC 0.25 
LOSS 0.5699650049209595 	 ACC 0.0 
LOSS 0.2114722579717636 	 ACC 0.0 
LOSS 0.3877493739128113 	 ACC 0.0 
LOSS 0.08672032505273819 	 ACC 0.0 
LOSS 0.059992715716362 	 ACC 0.0 
LOSS 0.17148762941360474 	 ACC 0.0 
LOSS 0.07132672518491745 	 ACC 0.0 
LOSS 0.22210213541984558 	 ACC 0.0 
LOSS 0.3289388120174408 	 ACC 0.0 
LOSS 0.0788193941116333 	 ACC 0.0 
LOSS 0.19936488568782806 	 ACC 0.0 
LOSS 0.21850597858428955 	 ACC 0.0 
LOSS 0.1095917820930481 	 ACC 0.0 
LOSS 0.10051131248474121 	 ACC 0.0 
LOSS 0.15663453936576843 	 ACC 0.0 
LOSS 0.20587284862995148 	 ACC 0.14999999999999997 
LOSS 0.21208402514457703 	 ACC 0.0 
LOSS 0.12956252694129944 	 ACC 0.0 
LOSS 0.01559618953615427 	 ACC 0.14999999999999997 
LOSS 0.11345040053129196 	 ACC 0.0 
LOSS 0.12619221210479736 	 ACC 0.0 
LOSS 0.2930181622505188 	 ACC 0.0 
LOSS 0.16588883101940155 	 ACC 0.0 
LOSS 0.4771103262901306 	 ACC 0.0 
LOSS 0.20044828951358795 	 ACC 0.0 
LOSS 0.2224687784910202 	 ACC 0.0 
LOSS 0.15193399786949158 	 ACC 0.0 
LOSS 0.0036890835035592318 	 ACC 0.0 
LOSS 0.23062771558761597 	 ACC 0.0 
LOSS 0.06882975250482559 	 ACC 0.0 
LOSS 0.2196788340806961 	 ACC 0.0 
LOSS 0.5633453130722046 	 ACC 0.0 
LOSS 0.1770942360162735 	 ACC 0.0 
LOSS 0.222113698720932 	 ACC 0.0 
LOSS 0.37848514318466187 	 ACC 0.25 
LOSS 0.1124025210738182 	 ACC 0.0 
LOSS 0.1524096429347992 	 ACC 0.0 
LOSS 0.18743297457695007 	 ACC 0.0 
LOSS 0.0028257996309548616 	 ACC 0.0 
LOSS 0.19407427310943604 	 ACC 0.0 
LOSS 0.4303574860095978 	 ACC 0.0 
LOSS 0.0884958952665329 	 ACC 0.0 
LOSS 0.15247738361358643 	 ACC 0.0 
LOSS 0.044283315539360046 	 ACC 0.0 
LOSS 0.06347989290952682 	 ACC 0.14999999999999997 
LOSS 0.0351419523358345 	 ACC 0.0 
LOSS 0.10737936198711395 	 ACC 0.0 
LOSS 0.21233288943767548 	 ACC 0.0 
LOSS 0.19069157540798187 	 ACC 0.0 
LOSS 0.12242380529642105 	 ACC 0.0 
LOSS 0.11447736620903015 	 ACC 0.0 
LOSS 0.17147819697856903 	 ACC 0.0 
LOSS 0.20617686212062836 	 ACC 0.0 
LOSS 0.05100543797016144 	 ACC 0.0 
LOSS 0.3483896553516388 	 ACC 0.0 
LOSS 0.10857300460338593 	 ACC 0.0 
LOSS 0.07426324486732483 	 ACC 0.0 
LOSS 0.09893602132797241 	 ACC 0.0 
LOSS 0.04507480189204216 	 ACC 0.0 
LOSS 0.03204934671521187 	 ACC 0.0 
LOSS 0.07214832305908203 	 ACC 0.0 
LOSS 0.06232647970318794 	 ACC 0.0 
LOSS 0.04886187985539436 	 ACC 0.0 
LOSS 0.06085365265607834 	 ACC 0.0 
LOSS 0.026414064690470695 	 ACC 0.0 
LOSS 0.09213162958621979 	 ACC 0.0 
LOSS 0.06211640685796738 	 ACC 0.0 
LOSS 0.07357348501682281 	 ACC 0.0 
LOSS 0.10689610242843628 	 ACC 0.0 
LOSS 0.07475906610488892 	 ACC 0.0 
LOSS 0.041193120181560516 	 ACC 0.0 
LOSS 0.1358431577682495 	 ACC 0.0 
LOSS 0.04716869071125984 	 ACC 0.0 
LOSS 0.004339829087257385 	 ACC 0.0 
LOSS 0.016802003607153893 	 ACC 0.0 
LOSS 0.21319584548473358 	 ACC 0.0 
LOSS 0.10302555561065674 	 ACC 0.0 
LOSS 0.08686596155166626 	 ACC 0.0 
LOSS 0.1363784372806549 	 ACC 0.0 
LOSS 0.10453661531209946 	 ACC 0.0 
LOSS 0.083181232213974 	 ACC 0.0 
LOSS 0.07952120900154114 	 ACC 0.0 
LOSS 0.10934972763061523 	 ACC 0.0 
LOSS 0.10894503444433212 	 ACC 0.0 
LOSS 0.07070020586252213 	 ACC 0.0 
LOSS 0.03064299188554287 	 ACC 0.0 
LOSS 0.03678246587514877 	 ACC 0.0 
LOSS 0.0533750094473362 	 ACC 0.0 
LOSS 0.05254293978214264 	 ACC 0.0 
LOSS 0.09166334569454193 	 ACC 0.0 
LOSS 0.07380238175392151 	 ACC 0.0 
LOSS 0.07306390255689621 	 ACC 0.0 
LOSS 0.4876795709133148 	 ACC 0.0 
LOSS 0.052639976143836975 	 ACC 0.14999999999999997 
LOSS 0.0521693117916584 	 ACC 0.0 
LOSS 0.057137325406074524 	 ACC 0.0 
LOSS 0.0517800971865654 	 ACC 0.0 
LOSS 0.14812010526657104 	 ACC 0.0 
LOSS 0.030426882207393646 	 ACC 0.0 
LOSS 0.07421006262302399 	 ACC 0.0 
LOSS 0.054978419095277786 	 ACC 0.0 
LOSS 0.0025178552605211735 	 ACC 0.0 
LOSS 0.0812111347913742 	 ACC 0.25 
LOSS 0.2313312292098999 	 ACC 0.25 
LOSS 0.15649983286857605 	 ACC 0.25 
LOSS 0.05717470124363899 	 ACC 0.0 
LOSS 0.05514742061495781 	 ACC 0.0 
LOSS 0.1278294175863266 	 ACC 0.0 
LOSS 0.07007555663585663 	 ACC 0.0 
LOSS 0.08878543227910995 	 ACC 0.0 
LOSS 0.10995694249868393 	 ACC 0.0 
LOSS 0.08515088260173798 	 ACC 0.0 
LOSS 0.026416318491101265 	 ACC 0.0 
LOSS 0.036905206739902496 	 ACC 0.0 
LOSS 0.12987641990184784 	 ACC 0.0 
LOSS 0.0013633295893669128 	 ACC 0.0 
LOSS 0.0925825834274292 	 ACC 0.0 
LOSS 0.04965852200984955 	 ACC 0.0 
LOSS 0.08937924355268478 	 ACC 0.0 
LOSS 0.1490878164768219 	 ACC 0.0 
LOSS 0.09660491347312927 	 ACC 0.0 
LOSS 0.15635861456394196 	 ACC 0.0 
LOSS 0.05540962144732475 	 ACC 0.0 
LOSS 0.018866412341594696 	 ACC 0.0 
LOSS 0.09434206038713455 	 ACC 0.0 
LOSS 0.022377049550414085 	 ACC 0.0 
LOSS 0.07139666378498077 	 ACC 0.0 
LOSS 0.05908794701099396 	 ACC 0.0 
LOSS 0.09887854754924774 	 ACC 0.0 
LOSS 0.07099945843219757 	 ACC 0.25 
LOSS 0.024852395057678223 	 ACC 0.0 
LOSS 0.07472600787878036 	 ACC 0.25 
LOSS 0.07185208052396774 	 ACC 0.0 
LOSS 0.047635409981012344 	 ACC 0.0 
LOSS 0.02711394429206848 	 ACC 0.0 
LOSS 0.09693276882171631 	 ACC 0.0 
LOSS 0.14792008697986603 	 ACC 0.0 
LOSS 0.001035420224070549 	 ACC 0.0 
LOSS 0.0726650282740593 	 ACC 0.0 
LOSS 0.06140676140785217 	 ACC 0.0 
LOSS 0.08479911834001541 	 ACC 0.0 
LOSS 0.031861502677202225 	 ACC 0.25 
LOSS 0.06938999891281128 	 ACC 0.0 
LOSS 0.05315659940242767 	 ACC 0.0 
LOSS 0.10706665366888046 	 ACC 0.0 
LOSS 0.044094815850257874 	 ACC 0.0 
LOSS 0.11341728270053864 	 ACC 0.25 
LOSS 0.07220645993947983 	 ACC 0.0 
LOSS 0.026767274364829063 	 ACC 0.0 
LOSS 0.11193833500146866 	 ACC 0.0 
LOSS 0.041632864624261856 	 ACC 0.0 
LOSS 0.06062392145395279 	 ACC 0.0 
LOSS 0.053644049912691116 	 ACC 0.0 
LOSS 0.052449438720941544 	 ACC 0.0 
LOSS 0.033233579248189926 	 ACC 0.0 
LOSS 0.029713720083236694 	 ACC 0.0 
LOSS 0.06627190113067627 	 ACC 0.0 
LOSS 0.06682303547859192 	 ACC 0.0 
LOSS 0.025427883490920067 	 ACC 0.0 
LOSS 0.09886465966701508 	 ACC 0.0 
LOSS 0.057448774576187134 	 ACC 0.0 
LOSS 0.10752584040164948 	 ACC 0.0 
LOSS 0.07027113437652588 	 ACC 0.0 
LOSS 0.04255387932062149 	 ACC 0.0 
LOSS 0.15908212959766388 	 ACC 0.0 
LOSS 0.03474806994199753 	 ACC 0.0 
LOSS 0.059003796428442 	 ACC 0.0 
LOSS 0.8683630228042603 	 ACC 0.0 
LOSS 0.0018275422044098377 	 ACC 0.0 
LOSS 0.27697545289993286 	 ACC 0.0 
LOSS 0.04874773696064949 	 ACC 0.0 
LOSS 0.14731177687644958 	 ACC 0.25 
LOSS 0.02754649706184864 	 ACC 0.25 
LOSS 0.08134850114583969 	 ACC 0.0 
LOSS 0.051904693245887756 	 ACC 0.0 
LOSS 0.058454304933547974 	 ACC 0.0 
LOSS 0.087120421230793 	 ACC 0.25 
LOSS 0.165011927485466 	 ACC 0.0 
LOSS 0.04945792257785797 	 ACC 0.0 
LOSS 0.06733442097902298 	 ACC 0.0 
LOSS 0.12950493395328522 	 ACC 0.0 
LOSS 0.13331763446331024 	 ACC 0.0 
LOSS 0.1348980814218521 	 ACC 0.0 
LOSS 0.09324979037046432 	 ACC 0.0 
LOSS 0.07315818220376968 	 ACC 0.0 
LOSS 0.09587697684764862 	 ACC 0.0 
LOSS 0.1882471740245819 	 ACC 0.0 
LOSS 0.052510734647512436 	 ACC 0.0 
LOSS 0.08715326339006424 	 ACC 0.0 
LOSS 0.053851932287216187 	 ACC 0.0 
LOSS 0.08250700682401657 	 ACC 0.0 
LOSS 0.0059973071329295635 	 ACC 0.0 
LOSS 0.05049656331539154 	 ACC 0.0 
LOSS 0.05565446615219116 	 ACC 0.25 
LOSS 0.028062626719474792 	 ACC 0.0 
LOSS 0.02505548857152462 	 ACC 0.0 
LOSS 0.059887100011110306 	 ACC 0.0 
LOSS 0.11136877536773682 	 ACC 0.25 
LOSS 0.09177275002002716 	 ACC 0.0 
LOSS 0.024284040555357933 	 ACC 0.0 
LOSS 0.2735026180744171 	 ACC 0.0 
LOSS 0.002110989298671484 	 ACC 0.0 
LOSS 0.07089058309793472 	 ACC 0.0 
LOSS 0.179329514503479 	 ACC 0.0 
LOSS 0.06065317988395691 	 ACC 0.0 
LOSS 0.10173884779214859 	 ACC 0.0 
LOSS 0.0391053706407547 	 ACC 0.0 
LOSS 0.07457347214221954 	 ACC 0.0 
LOSS 0.10944322496652603 	 ACC 0.0 
LOSS 0.1022767499089241 	 ACC 0.0 
LOSS 0.14295579493045807 	 ACC 0.0 
LOSS 0.0019979022908955812 	 ACC 0.0 
LOSS 0.05262024328112602 	 ACC 0.25 
LOSS 0.11403435468673706 	 ACC 0.0 
LOSS 0.13106153905391693 	 ACC 0.0 
LOSS 0.14146751165390015 	 ACC 0.0 
LOSS 0.05229433998465538 	 ACC 0.0 
LOSS 0.12137261778116226 	 ACC 0.0 
LOSS 0.029615066945552826 	 ACC 0.0 
LOSS 0.10139784961938858 	 ACC 0.0 
LOSS 0.053321171551942825 	 ACC 0.0 
LOSS 0.1640664041042328 	 ACC 0.0 
LOSS 0.1715179681777954 	 ACC 0.0 
LOSS 0.05247926712036133 	 ACC 0.25 
LOSS 0.06894242763519287 	 ACC 0.0 
LOSS 0.020470479503273964 	 ACC 0.0 
LOSS 0.059913914650678635 	 ACC 0.25 
LOSS 0.057867228984832764 	 ACC 0.0 
LOSS 0.06713579595088959 	 ACC 0.0 
LOSS 0.051955267786979675 	 ACC 0.0 
LOSS 0.06421596556901932 	 ACC 0.0 
LOSS 0.058556653559207916 	 ACC 0.25 
LOSS 0.08023326843976974 	 ACC 0.0 
LOSS 0.06417633593082428 	 ACC 0.0 
LOSS 0.04279804229736328 	 ACC 0.0 
LOSS 0.07198722660541534 	 ACC 0.0 
LOSS 0.0539514422416687 	 ACC 0.0 
LOSS 0.07687491923570633 	 ACC 0.0 
LOSS 0.1354634165763855 	 ACC 0.0 
LOSS 0.08261685073375702 	 ACC 0.0 
LOSS 0.12062591314315796 	 ACC 0.0 
LOSS 0.027171945199370384 	 ACC 0.0 
LOSS 0.05675583332777023 	 ACC 0.25 
LOSS 0.09452786296606064 	 ACC 0.0 
LOSS 0.09245193004608154 	 ACC 0.0 
LOSS 0.05329059436917305 	 ACC 0.0 
LOSS 0.12046092748641968 	 ACC 0.0 
LOSS 0.07193424552679062 	 ACC 0.0 
LOSS 0.08301205188035965 	 ACC 0.0 
LOSS 0.055081725120544434 	 ACC 0.0 
LOSS 0.031299468129873276 	 ACC 0.0 
LOSS 0.060788579285144806 	 ACC 0.0 
LOSS 0.08835269510746002 	 ACC 0.0 
LOSS 0.05330047756433487 	 ACC 0.14999999999999997 
LOSS 0.11373045295476913 	 ACC 0.0 
LOSS 0.03809266909956932 	 ACC 0.0 
LOSS 0.037886351346969604 	 ACC 0.0 
LOSS 0.22176368534564972 	 ACC 0.25 
LOSS 0.03836611285805702 	 ACC 0.25 
LOSS 0.1333691030740738 	 ACC 0.25 
LOSS 0.08007344603538513 	 ACC 0.25 
LOSS 0.06756039708852768 	 ACC 0.0 
LOSS 0.1556524932384491 	 ACC 0.0 
LOSS 0.15419313311576843 	 ACC 0.0 
LOSS 0.0899466723203659 	 ACC 0.0 
LOSS 0.053306665271520615 	 ACC 0.25 
LOSS 0.10172201693058014 	 ACC 0.0 
LOSS 0.07452493906021118 	 ACC 0.0 
LOSS 0.11057838797569275 	 ACC 0.0 
LOSS 0.04621386528015137 	 ACC 0.0 
LOSS 0.046951860189437866 	 ACC 0.0 
LOSS 0.001151402946561575 	 ACC 0.0 
LOSS 0.1305456906557083 	 ACC 0.0 
LOSS 0.15283235907554626 	 ACC 0.0 
LOSS 0.10314013808965683 	 ACC 0.0 
LOSS 0.08520302176475525 	 ACC 0.0 
LOSS 0.06738874316215515 	 ACC 0.0 
LOSS 0.09223669767379761 	 ACC 0.0 
LOSS 0.036772470921278 	 ACC 0.0 
LOSS 0.12436716258525848 	 ACC 0.0 
LOSS 0.03497449308633804 	 ACC 0.0 
LOSS 0.07019495218992233 	 ACC 0.0 
LOSS 0.048826105892658234 	 ACC 0.0 
LOSS 0.08020040392875671 	 ACC 0.0 
LOSS 0.07400164008140564 	 ACC 0.0 
LOSS 0.09490517526865005 	 ACC 0.0 
LOSS 0.07144656777381897 	 ACC 0.0 
LOSS 0.05633082985877991 	 ACC 0.0 
LOSS 0.15519550442695618 	 ACC 0.0 
LOSS 0.07554557919502258 	 ACC 0.0 
LOSS 0.07480344921350479 	 ACC 0.25 
LOSS 0.1875227689743042 	 ACC 0.0 
LOSS 0.06127217039465904 	 ACC 0.0 
LOSS 0.02515999786555767 	 ACC 0.0 
LOSS 0.07157700508832932 	 ACC 0.25 
LOSS 0.2730714976787567 	 ACC 0.0 
LOSS 0.6760778427124023 	 ACC 0.14999999999999997 
LOSS 0.08420718461275101 	 ACC 0.0 
LOSS 0.04981917515397072 	 ACC 0.0 
LOSS 0.09739131480455399 	 ACC 0.25 
LOSS 0.0310454573482275 	 ACC 0.0 
LOSS 0.02633744478225708 	 ACC 0.0 
LOSS 0.09171586483716965 	 ACC 0.0 
LOSS 0.12493067979812622 	 ACC 0.0 
LOSS 0.08212794363498688 	 ACC 0.0 
LOSS 0.025548778474330902 	 ACC 0.0 
LOSS 0.1055791974067688 	 ACC 0.0 
LOSS 0.025378374382853508 	 ACC 0.0 
LOSS 0.13529329001903534 	 ACC 0.14999999999999997 
LOSS 0.08851495385169983 	 ACC 0.0 
LOSS 0.06037454679608345 	 ACC 0.0 
LOSS 0.07874137163162231 	 ACC 0.25 
LOSS 0.049650486558675766 	 ACC 0.0 
LOSS 0.13335229456424713 	 ACC 0.0 
LOSS 0.2734586298465729 	 ACC 0.14999999999999997 
LOSS 0.08540029078722 	 ACC 0.0 
LOSS 0.02257065661251545 	 ACC 0.0 
LOSS 0.05530758202075958 	 ACC 0.0 
LOSS 0.0353921614587307 	 ACC 0.0 
LOSS 0.07436788827180862 	 ACC 0.0 
LOSS 0.09552042186260223 	 ACC 0.25 
LOSS 0.1260237991809845 	 ACC 0.0 
LOSS 0.2283570021390915 	 ACC 0.0 
LOSS 0.04978714510798454 	 ACC 0.0 
LOSS 0.07626072317361832 	 ACC 0.0 
LOSS 0.07347977161407471 	 ACC 0.0 
LOSS 0.0816941037774086 	 ACC 0.0 
LOSS 0.09067177772521973 	 ACC 0.0 
LOSS 0.16311639547348022 	 ACC 0.0 
LOSS 0.08092597872018814 	 ACC 0.25 
LOSS 0.06115363910794258 	 ACC 0.0 
LOSS 0.07271409034729004 	 ACC 0.25 
LOSS 0.0639224722981453 	 ACC 0.0 
LOSS 0.029634417966008186 	 ACC 0.0 
LOSS 0.051657285541296005 	 ACC 0.0 
LOSS 0.05005703493952751 	 ACC 0.0 
LOSS 0.06596070528030396 	 ACC 0.0 
LOSS 0.0037590155843645334 	 ACC 0.0 
LOSS 0.10533331334590912 	 ACC 0.0 
LOSS 0.04913157597184181 	 ACC 0.0 
LOSS 0.01968127116560936 	 ACC 0.0 
LOSS 0.027797050774097443 	 ACC 0.0 
LOSS 0.1041506752371788 	 ACC 0.0 
LOSS 0.07555851340293884 	 ACC 0.0 
LOSS 0.034159474074840546 	 ACC 0.0 
LOSS 0.07475793361663818 	 ACC 0.0 
LOSS 0.02328072302043438 	 ACC 0.0 
LOSS 0.09365542978048325 	 ACC 0.0 
LOSS 0.10587134957313538 	 ACC 0.0 
LOSS 0.06164943054318428 	 ACC 0.0 
LOSS 0.03590648993849754 	 ACC 0.0 
LOSS 0.029409537091851234 	 ACC 0.0 
LOSS 0.07118307799100876 	 ACC 0.0 
LOSS 0.11971057951450348 	 ACC 0.0 
LOSS 0.13421973586082458 	 ACC 0.14999999999999997 
LOSS 0.07948198914527893 	 ACC 0.0 
LOSS 0.11211234331130981 	 ACC 0.0 
LOSS 0.05463644489645958 	 ACC 0.25 
LOSS 0.07343000918626785 	 ACC 0.25 
LOSS 0.11078692227602005 	 ACC 0.0 
LOSS 0.050364937633275986 	 ACC 0.0 
LOSS 0.04935574159026146 	 ACC 0.25 
LOSS 0.06463151425123215 	 ACC 0.25 
LOSS 0.05474795773625374 	 ACC 0.0 
LOSS 0.07950372993946075 	 ACC 0.0 
LOSS 0.028243286535143852 	 ACC 0.0 
LOSS 0.05826451629400253 	 ACC 0.25 
LOSS 0.06754253059625626 	 ACC 0.25 
LOSS 0.004529139492660761 	 ACC 0.0 
LOSS 0.10263337194919586 	 ACC 0.0 
LOSS 0.0012187563115730882 	 ACC 0.0 
LOSS 0.07353638857603073 	 ACC 0.25 
LOSS 0.047222379595041275 	 ACC 0.0 
LOSS 0.06639125943183899 	 ACC 0.0 
LOSS 0.12280772626399994 	 ACC 0.0 
LOSS 0.25184300541877747 	 ACC 0.0 
LOSS 0.001415369682945311 	 ACC 0.5 
LOSS 0.07867816090583801 	 ACC 0.0 
LOSS 0.06846217811107635 	 ACC 0.0 
LOSS 0.03243935480713844 	 ACC 0.25 
LOSS 0.046940673142671585 	 ACC 0.0 
LOSS 0.08368253707885742 	 ACC 0.25 
LOSS 0.11499230563640594 	 ACC 0.0 
LOSS 0.0010003206552937627 	 ACC 0.0 
LOSS 0.08037075400352478 	 ACC 0.0 
LOSS 0.0690346509218216 	 ACC 0.0 
LOSS 0.06455972045660019 	 ACC 0.0 
LOSS 0.005162164568901062 	 ACC 0.0 
LOSS 0.05792086198925972 	 ACC 0.0 
LOSS 0.05395597964525223 	 ACC 0.0 
LOSS 0.101000115275383 	 ACC 0.0 
LOSS 0.056957077234983444 	 ACC 0.0 
LOSS 0.10270813852548599 	 ACC 0.0 
LOSS 0.07413741946220398 	 ACC 0.0 
LOSS 0.09865231066942215 	 ACC 0.0 
LOSS 0.05718366056680679 	 ACC 0.0 
LOSS 0.14236673712730408 	 ACC 0.0 
LOSS 0.12316785007715225 	 ACC 0.0 
LOSS 0.1216045618057251 	 ACC 0.0 
LOSS 0.08263370394706726 	 ACC 0.25 
LOSS 0.07803286612033844 	 ACC 0.25 
LOSS 0.024348437786102295 	 ACC 0.0 
LOSS 0.0854945257306099 	 ACC 0.0 
LOSS 0.875192403793335 	 ACC 0.0 
LOSS 0.0818796306848526 	 ACC 0.0 
LOSS 0.1079094260931015 	 ACC 0.14999999999999997 
LOSS 0.07528772205114365 	 ACC 0.0 
LOSS 0.0612160861492157 	 ACC 0.0 
LOSS 0.0530221164226532 	 ACC 0.0 
LOSS 0.12082197517156601 	 ACC 0.0 
LOSS 0.052334219217300415 	 ACC 0.0 
LOSS 0.30041614174842834 	 ACC 0.0 
LOSS 0.07669106870889664 	 ACC 0.0 
LOSS 0.026983104646205902 	 ACC 0.0 
LOSS 0.10525193810462952 	 ACC 0.0 
LOSS 0.15478463470935822 	 ACC 0.0 
LOSS 0.08509150892496109 	 ACC 0.0 
LOSS 0.05224865302443504 	 ACC 0.0 
LOSS 0.05424590781331062 	 ACC 0.25 
LOSS 0.0641172006726265 	 ACC 0.0 
LOSS 0.09228505194187164 	 ACC 0.0 
LOSS 0.09988260269165039 	 ACC 0.0 
LOSS 0.10801002383232117 	 ACC 0.0 
LOSS 0.12685605883598328 	 ACC 0.0 
LOSS 0.08365064114332199 	 ACC 0.0 
LOSS 0.09673522412776947 	 ACC 0.0 
LOSS 0.051921725273132324 	 ACC 0.0 
LOSS 0.05181194469332695 	 ACC 0.0 
LOSS 0.08589211106300354 	 ACC 0.25 
LOSS 0.10466029495000839 	 ACC 0.0 
LOSS 0.0765211433172226 	 ACC 0.0 
LOSS 0.09616965055465698 	 ACC 0.0 
LOSS 0.052334219217300415 	 ACC 0.0 
LOSS 0.06035861000418663 	 ACC 0.0 
LOSS 0.04580504819750786 	 ACC 0.14999999999999997 
LOSS 0.22240270674228668 	 ACC 0.0 
LOSS 0.07542635500431061 	 ACC 0.0 
LOSS 0.02382725477218628 	 ACC 0.0 
LOSS 0.12013695389032364 	 ACC 0.0 
LOSS 0.055388856679201126 	 ACC 0.0 
LOSS 0.0669439435005188 	 ACC 0.0 
LOSS 0.04946671798825264 	 ACC 0.0 
LOSS 0.07283410429954529 	 ACC 0.0 
LOSS 0.034992944449186325 	 ACC 0.0 
LOSS 0.10622149705886841 	 ACC 0.0 
LOSS 0.07947486639022827 	 ACC 0.0 
LOSS 0.06991882622241974 	 ACC 0.0 
LOSS 0.09138988703489304 	 ACC 0.14999999999999997 
LOSS 0.10313592106103897 	 ACC 0.0 
LOSS 0.06635767966508865 	 ACC 0.0 
LOSS 0.0284865815192461 	 ACC 0.0 
LOSS 0.06758515536785126 	 ACC 0.0 
LOSS 0.03941383212804794 	 ACC 0.0 
LOSS 0.012162871658802032 	 ACC 0.0 
LOSS 0.09573744237422943 	 ACC 0.0 
LOSS 0.06002906709909439 	 ACC 0.0 
LOSS 0.06725635379552841 	 ACC 0.0 
LOSS 0.14469149708747864 	 ACC 0.0 
LOSS 0.11124555766582489 	 ACC 0.0 
LOSS 0.05167059227824211 	 ACC 0.0 
LOSS 0.11790286749601364 	 ACC 0.0 
LOSS 0.09796515107154846 	 ACC 0.0 
LOSS 0.014980309642851353 	 ACC 0.0 
LOSS 0.05288242921233177 	 ACC 0.0 
LOSS 0.07900815457105637 	 ACC 0.0 
LOSS 0.07096371054649353 	 ACC 0.0 
LOSS 0.06655075401067734 	 ACC 0.0 
LOSS 0.08934460580348969 	 ACC 0.0 
LOSS 0.061127036809921265 	 ACC 0.0 
LOSS 0.0019724436569958925 	 ACC 0.0 
LOSS 0.06874916702508926 	 ACC 0.0 
