ITERATION 4 

PARAMS:
-> num_beams:  5 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  2.0 
-> temperature:  1.5 
-> top_k:  20 
-> top_p:  0.95 
-> max_length:  100 
 
LOSS 10.136247634887695 	 ACC 0.25 
LOSS 14.349884033203125 	 ACC 0.39999999999999997 
LOSS 8.661770820617676 	 ACC 0.6499999999999999 
LOSS 7.870277404785156 	 ACC 0.0 
LOSS 6.12964391708374 	 ACC 0.25 
LOSS 14.014714241027832 	 ACC 0.0 
LOSS 9.427648544311523 	 ACC 0.39999999999999997 
LOSS 8.88277816772461 	 ACC 0.39999999999999997 
LOSS 7.95907735824585 	 ACC 0.14999999999999997 
LOSS 9.640625 	 ACC 0.25 
LOSS 10.745307922363281 	 ACC 0.0 
LOSS 11.876538276672363 	 ACC 0.25 
LOSS 12.298075675964355 	 ACC 0.15 
LOSS 8.461587905883789 	 ACC 0.0 
LOSS 9.443436622619629 	 ACC 0.0 
LOSS 12.52148151397705 	 ACC 0.25 
LOSS 7.3345866203308105 	 ACC 0.75 
LOSS 10.176974296569824 	 ACC 0.15 
LOSS 10.325118064880371 	 ACC 0.39999999999999997 
LOSS 9.209442138671875 	 ACC 0.15000000000000002 
LOSS 9.2837553024292 	 ACC 0.25 
LOSS 8.6264009475708 	 ACC 0.0 
LOSS 4.553131580352783 	 ACC 0.25 
LOSS 4.4035186767578125 	 ACC 0.75 
LOSS 4.28817892074585 	 ACC 0.14999999999999997 
LOSS 7.865016937255859 	 ACC 0.25 
LOSS 9.115434646606445 	 ACC 0.0 
LOSS 13.922917366027832 	 ACC 0.25 
LOSS 7.702883720397949 	 ACC 0.0 
LOSS 9.415494918823242 	 ACC 0.39999999999999997 
LOSS 6.660252094268799 	 ACC 0.14999999999999997 
LOSS 9.765942573547363 	 ACC 0.4 
LOSS 10.174837112426758 	 ACC 0.65 
LOSS 11.94130802154541 	 ACC 0.0 
LOSS 6.5201334953308105 	 ACC 0.0 
LOSS 5.658952236175537 	 ACC 0.25 
LOSS 10.454784393310547 	 ACC 0.0 
LOSS 9.96650218963623 	 ACC 0.5 
LOSS 8.66247844696045 	 ACC 0.25 
LOSS 7.559752464294434 	 ACC 0.15 
LOSS 10.776150703430176 	 ACC 0.15000000000000002 
LOSS 9.115987777709961 	 ACC 0.25 
LOSS 10.01169204711914 	 ACC 0.0 
LOSS 8.267369270324707 	 ACC 0.4 
LOSS 6.094764709472656 	 ACC 0.5 
LOSS 7.381662368774414 	 ACC 0.0 
LOSS 9.485591888427734 	 ACC 0.14999999999999997 
LOSS 7.095663547515869 	 ACC 0.25 
LOSS 9.839001655578613 	 ACC 0.4 
LOSS 12.592819213867188 	 ACC 0.0 
LOSS 9.793710708618164 	 ACC 0.25 
LOSS 8.380572319030762 	 ACC 0.0 
LOSS 10.19230842590332 	 ACC 0.25 
LOSS 7.864667892456055 	 ACC 0.0 
LOSS 9.645010948181152 	 ACC 0.65 
LOSS 11.011642456054688 	 ACC 0.4 
LOSS 11.047550201416016 	 ACC 0.25 
LOSS 8.97070026397705 	 ACC 0.5 
LOSS 11.149724006652832 	 ACC 0.5 
LOSS 5.786929607391357 	 ACC 0.0 
LOSS 9.477533340454102 	 ACC 0.5 
LOSS 9.162858963012695 	 ACC 0.0 
LOSS 7.720313549041748 	 ACC 0.4 
LOSS 11.864295959472656 	 ACC 0.0 
LOSS 4.618999004364014 	 ACC 0.25 
LOSS 4.087957859039307 	 ACC 0.39999999999999997 
LOSS 4.5440673828125 	 ACC 0.25 
LOSS 9.414924621582031 	 ACC 0.25 
LOSS 10.558155059814453 	 ACC 0.25 
LOSS 11.178611755371094 	 ACC 0.25 
LOSS 10.242033004760742 	 ACC 0.0 
LOSS 10.4299898147583 	 ACC 0.25 
LOSS 9.978416442871094 	 ACC 0.0 
LOSS 6.422910690307617 	 ACC 0.0 
LOSS 7.985225200653076 	 ACC 0.0 
LOSS 10.251665115356445 	 ACC 0.5 
LOSS 9.047382354736328 	 ACC 0.39999999999999997 
LOSS 8.680889129638672 	 ACC 0.25 
LOSS 9.981892585754395 	 ACC 0.5 
LOSS 9.698095321655273 	 ACC 0.65 
LOSS 11.31418514251709 	 ACC 0.25 
LOSS 6.808967113494873 	 ACC 0.0 
LOSS 6.482017993927002 	 ACC 0.39999999999999997 
LOSS 8.941727638244629 	 ACC 0.25 
LOSS 9.579675674438477 	 ACC 0.0 
LOSS 7.7696614265441895 	 ACC 0.5 
LOSS 10.516473770141602 	 ACC 0.0 
LOSS 6.642201900482178 	 ACC 0.5 
LOSS 8.35166072845459 	 ACC 0.14999999999999997 
LOSS 6.3227925300598145 	 ACC 0.5 
LOSS 5.715368747711182 	 ACC 0.0 
LOSS 9.151976585388184 	 ACC 0.25 
LOSS 4.788870334625244 	 ACC 0.0 
LOSS 6.477113246917725 	 ACC 0.25 
LOSS 9.100122451782227 	 ACC 0.5 
LOSS 7.971513271331787 	 ACC 0.0 
LOSS 6.71295690536499 	 ACC 0.14999999999999997 
LOSS 8.795174598693848 	 ACC 0.0 
LOSS 11.544465065002441 	 ACC 0.5 
LOSS 8.285675048828125 	 ACC 0.0 
LOSS 5.577536106109619 	 ACC 0.6499999999999999 
LOSS 9.547618865966797 	 ACC 0.39999999999999997 
LOSS 8.34215259552002 	 ACC 0.0 
LOSS 5.734210968017578 	 ACC 0.65 
LOSS 7.3097710609436035 	 ACC 0.0 
LOSS 11.174927711486816 	 ACC 0.55 
LOSS 7.617709159851074 	 ACC 0.0 
LOSS 4.528487682342529 	 ACC 0.5 
LOSS 6.576213836669922 	 ACC 0.0 
LOSS 7.117086887359619 	 ACC 0.4 
LOSS 7.097869873046875 	 ACC 0.0 
LOSS 9.179244041442871 	 ACC 0.0 
LOSS 8.585187911987305 	 ACC 0.25 
LOSS 8.312385559082031 	 ACC 0.0 
LOSS 7.118958473205566 	 ACC 0.25 
LOSS 10.604955673217773 	 ACC 0.0 
LOSS 7.558173179626465 	 ACC 0.0 
LOSS 6.501595973968506 	 ACC 0.14999999999999997 
LOSS 6.686862945556641 	 ACC 0.5 
LOSS 8.655452728271484 	 ACC 0.15 
LOSS 5.549530029296875 	 ACC 0.14999999999999997 
LOSS 10.300381660461426 	 ACC 0.0 
LOSS 7.7982354164123535 	 ACC 0.0 
LOSS 7.560198783874512 	 ACC 0.25 
LOSS 4.953302383422852 	 ACC 0.25 
LOSS 8.032649040222168 	 ACC 0.25 
LOSS 6.997028350830078 	 ACC 0.5 
LOSS 5.710283279418945 	 ACC 0.0 
LOSS 6.808087348937988 	 ACC 0.25 
LOSS 9.803244590759277 	 ACC 0.25 
LOSS 9.350635528564453 	 ACC 0.5 
LOSS 4.578653335571289 	 ACC 0.25 
LOSS 7.691008567810059 	 ACC 0.25 
LOSS 8.606891632080078 	 ACC 0.5 
LOSS 10.046257019042969 	 ACC 0.0 
LOSS 8.551936149597168 	 ACC 0.25 
LOSS 7.064735412597656 	 ACC 0.4 
LOSS 9.679729461669922 	 ACC 0.15 
LOSS 8.441323280334473 	 ACC 0.75 
LOSS 4.533423900604248 	 ACC 0.75 
LOSS 6.0475029945373535 	 ACC 0.39999999999999997 
LOSS 3.311807870864868 	 ACC 0.5 
LOSS 10.653237342834473 	 ACC 0.0 
LOSS 9.131019592285156 	 ACC 0.25 
LOSS 6.685337543487549 	 ACC 0.15000000000000002 
LOSS 5.4676361083984375 	 ACC 0.5 
LOSS 8.321830749511719 	 ACC 0.5 
LOSS 2.9290244579315186 	 ACC 0.0 
LOSS 5.8744635581970215 	 ACC 0.6499999999999999 
LOSS 7.754982948303223 	 ACC 0.0 
LOSS 6.134531021118164 	 ACC 0.25 
LOSS 10.661951065063477 	 ACC 0.8999999999999999 
LOSS 4.258555889129639 	 ACC 0.29999999999999993 
LOSS 6.941683292388916 	 ACC 0.25 
LOSS 9.12026309967041 	 ACC 0.29999999999999993 
LOSS 7.585667610168457 	 ACC 0.25 
LOSS 8.637258529663086 	 ACC 0.15000000000000002 
LOSS 6.488481521606445 	 ACC 0.25 
LOSS 6.417840957641602 	 ACC 0.15 
LOSS 7.455689430236816 	 ACC 0.0 
LOSS 8.1618070602417 	 ACC 0.4 
LOSS 3.704387903213501 	 ACC 0.14999999999999997 
LOSS 6.277596950531006 	 ACC 0.0 
LOSS 8.24906063079834 	 ACC 0.15000000000000002 
LOSS 9.111312866210938 	 ACC 0.0 
LOSS 5.9557719230651855 	 ACC 0.25 
LOSS 7.701788902282715 	 ACC 0.25 
LOSS 10.155752182006836 	 ACC 0.14999999999999997 
LOSS 4.216850757598877 	 ACC 0.0 
LOSS 5.33296537399292 	 ACC 0.25 
LOSS 7.44523286819458 	 ACC 0.25 
LOSS 5.292451858520508 	 ACC 0.25 
LOSS 9.33213996887207 	 ACC 0.4 
LOSS 5.655132293701172 	 ACC 0.25 
LOSS 7.548322677612305 	 ACC 0.39999999999999997 
LOSS 10.197039604187012 	 ACC 0.25 
LOSS 11.348130226135254 	 ACC 0.39999999999999997 
LOSS 8.988544464111328 	 ACC 0.0 
LOSS 6.859700679779053 	 ACC 0.25 
LOSS 3.6823670864105225 	 ACC 0.0 
LOSS 7.441587924957275 	 ACC 0.25 
LOSS 6.423028469085693 	 ACC 0.25 
LOSS 6.478541851043701 	 ACC 0.3 
LOSS 7.395791530609131 	 ACC 0.0 
LOSS 4.979981899261475 	 ACC 0.0 
LOSS 11.720821380615234 	 ACC 0.4 
LOSS 6.685251235961914 	 ACC 0.5 
LOSS 6.830731391906738 	 ACC 0.0 
LOSS 7.117412090301514 	 ACC 0.25 
LOSS 5.233747959136963 	 ACC 0.65 
LOSS 4.9388861656188965 	 ACC 0.0 
LOSS 5.156567096710205 	 ACC 0.15 
LOSS 7.9908061027526855 	 ACC 0.0 
LOSS 4.775032043457031 	 ACC 0.6499999999999999 
LOSS 6.605678081512451 	 ACC 0.0 
LOSS 8.338907241821289 	 ACC 0.5 
LOSS 5.619045734405518 	 ACC 0.4 
LOSS 5.4220147132873535 	 ACC 0.0 
LOSS 7.4734296798706055 	 ACC 0.25 
LOSS 6.286048412322998 	 ACC 0.25 
LOSS 5.925511837005615 	 ACC 0.5 
LOSS 4.221789360046387 	 ACC 0.0 
LOSS 7.185206890106201 	 ACC 0.5 
LOSS 8.086933135986328 	 ACC 0.25 
LOSS 5.928914546966553 	 ACC 0.25 
LOSS 4.201991558074951 	 ACC 0.15 
LOSS 8.10964584350586 	 ACC 0.0 
LOSS 8.528491973876953 	 ACC 0.25 
LOSS 6.392248630523682 	 ACC 0.0 
LOSS 12.78044605255127 	 ACC 0.0 
LOSS 8.238020896911621 	 ACC 0.25 
LOSS 6.110616683959961 	 ACC 0.15 
LOSS 7.9225873947143555 	 ACC 0.25 
LOSS 5.360040664672852 	 ACC 0.5 
LOSS 4.525465488433838 	 ACC 0.25 
LOSS 3.487711191177368 	 ACC 0.15000000000000002 
LOSS 8.560494422912598 	 ACC 0.25 
LOSS 7.105836391448975 	 ACC 0.25 
LOSS 8.442852973937988 	 ACC 0.0 
LOSS 5.164909362792969 	 ACC 0.25 
LOSS 6.054483413696289 	 ACC 0.0 
LOSS 8.335250854492188 	 ACC 0.25 
LOSS 8.059588432312012 	 ACC 0.0 
LOSS 9.036443710327148 	 ACC 0.4 
LOSS 7.939756870269775 	 ACC 0.5 
LOSS 5.163475036621094 	 ACC 0.25 
LOSS 6.968088626861572 	 ACC 0.25 
LOSS 7.8279218673706055 	 ACC 0.65 
LOSS 7.9645094871521 	 ACC 0.5 
LOSS 9.23647689819336 	 ACC 0.15 
LOSS 7.341098785400391 	 ACC 0.5 
LOSS 9.689395904541016 	 ACC 0.25 
LOSS 7.909661293029785 	 ACC 0.0 
LOSS 8.524208068847656 	 ACC 0.25 
LOSS 4.831606388092041 	 ACC 0.5 
LOSS 9.469747543334961 	 ACC 0.25 
LOSS 6.634925365447998 	 ACC 0.5 
LOSS 5.471418380737305 	 ACC 0.15 
LOSS 6.820723056793213 	 ACC 0.25 
LOSS 8.465600967407227 	 ACC 0.0 
LOSS 6.1674909591674805 	 ACC 0.0 
LOSS 9.07839298248291 	 ACC 0.0 
LOSS 6.552855968475342 	 ACC 0.25 
LOSS 8.167652130126953 	 ACC 0.5 
LOSS 6.828217506408691 	 ACC 0.0 
LOSS 8.10673999786377 	 ACC 0.25 
LOSS 5.423641204833984 	 ACC 0.14999999999999997 
LOSS 10.485190391540527 	 ACC 0.65 
LOSS 8.329429626464844 	 ACC 0.0 
LOSS 7.898817539215088 	 ACC 0.25 
LOSS 5.559345722198486 	 ACC 0.5 
LOSS 7.924510955810547 	 ACC 0.25 
LOSS 9.2578125 	 ACC 0.5 
LOSS 3.7721920013427734 	 ACC 0.15000000000000002 
LOSS 9.597403526306152 	 ACC 0.25 
LOSS 7.68914270401001 	 ACC 0.25 
LOSS 8.760344505310059 	 ACC 0.25 
LOSS 6.3559699058532715 	 ACC 0.25 
LOSS 6.013887405395508 	 ACC 0.0 
LOSS 7.057300567626953 	 ACC 0.0 
LOSS 5.758163928985596 	 ACC 0.25 
LOSS 7.162565231323242 	 ACC 0.4 
LOSS 6.479730129241943 	 ACC 0.75 
LOSS 7.648890495300293 	 ACC 0.4 
LOSS 10.548113822937012 	 ACC 0.5 
LOSS 10.324885368347168 	 ACC 0.14999999999999997 
LOSS 7.933206081390381 	 ACC 0.25 
LOSS 6.4290056228637695 	 ACC 0.5 
LOSS 7.356870174407959 	 ACC 0.4 
LOSS 6.105175495147705 	 ACC 0.0 
LOSS 6.31163215637207 	 ACC 0.5 
LOSS 6.461236476898193 	 ACC 0.0 
LOSS 3.2739970684051514 	 ACC 0.25 
LOSS 6.250362396240234 	 ACC 0.4 
LOSS 7.164908409118652 	 ACC 0.4 
LOSS 5.995199203491211 	 ACC 0.0 
LOSS 4.735853672027588 	 ACC 0.25 
LOSS 4.696493148803711 	 ACC 0.0 
LOSS 4.416851997375488 	 ACC 0.25 
LOSS 7.378235816955566 	 ACC 0.39999999999999997 
LOSS 7.3008012771606445 	 ACC 0.0 
LOSS 6.740324974060059 	 ACC 0.14999999999999997 
LOSS 6.108971118927002 	 ACC 0.25 
LOSS 4.263793468475342 	 ACC 0.5 
LOSS 7.899572372436523 	 ACC 0.25 
LOSS 3.1378252506256104 	 ACC 0.25 
LOSS 5.336272239685059 	 ACC 0.25 
LOSS 7.579346656799316 	 ACC 0.0 
LOSS 7.113865852355957 	 ACC 0.0 
LOSS 6.42218017578125 	 ACC 0.25 
LOSS 5.048768043518066 	 ACC 0.25 
LOSS 3.0475080013275146 	 ACC 0.0 
LOSS 6.398708343505859 	 ACC 0.14999999999999997 
LOSS 7.544903755187988 	 ACC 0.0 
LOSS 5.64047384262085 	 ACC 0.25 
LOSS 7.835881233215332 	 ACC 0.14999999999999997 
LOSS 8.225709915161133 	 ACC 0.25 
LOSS 5.763113021850586 	 ACC 0.5 
LOSS 7.838334083557129 	 ACC 0.25 
LOSS 9.70461368560791 	 ACC 0.0 
LOSS 7.519041538238525 	 ACC 0.25 
LOSS 5.966585636138916 	 ACC 0.0 
LOSS 5.19795036315918 	 ACC 0.15000000000000002 
LOSS 6.386207103729248 	 ACC 0.25 
LOSS 6.045819282531738 	 ACC 0.25 
LOSS 6.406534671783447 	 ACC 0.0 
LOSS 7.115294456481934 	 ACC 0.0 
LOSS 5.861434459686279 	 ACC 0.14999999999999997 
LOSS 8.47921085357666 	 ACC 0.25 
LOSS 5.19331693649292 	 ACC 0.0 
LOSS 6.492040634155273 	 ACC 0.0 
LOSS 4.419744491577148 	 ACC 0.5 
LOSS 6.11536979675293 	 ACC 0.0 
LOSS 5.29153299331665 	 ACC 0.4 
LOSS 6.0005059242248535 	 ACC 0.25 
LOSS 5.220426082611084 	 ACC 0.5 
LOSS 8.917403221130371 	 ACC 0.39999999999999997 
LOSS 8.82593059539795 	 ACC 0.0 
LOSS 8.509575843811035 	 ACC 0.0 
LOSS 6.147958278656006 	 ACC 0.25 
LOSS 5.506804466247559 	 ACC 0.0 
LOSS 7.6620683670043945 	 ACC 0.25 
LOSS 9.39494514465332 	 ACC 0.14999999999999997 
LOSS 5.624085426330566 	 ACC 0.5 
LOSS 4.139646053314209 	 ACC 0.0 
LOSS 4.165991306304932 	 ACC 0.5 
LOSS 7.4593353271484375 	 ACC 0.0 
LOSS 5.059930324554443 	 ACC 0.0 
LOSS 8.250441551208496 	 ACC 0.14999999999999997 
LOSS 8.167766571044922 	 ACC 0.25 
LOSS 5.76228666305542 	 ACC 0.25 
LOSS 3.3572323322296143 	 ACC 0.0 
LOSS 3.867560386657715 	 ACC 0.5 
LOSS 7.574190616607666 	 ACC 0.5 
LOSS 4.750607967376709 	 ACC 0.4 
LOSS 3.895951986312866 	 ACC 0.65 
LOSS 5.856451988220215 	 ACC 0.0 
LOSS 7.320980072021484 	 ACC 0.0 
LOSS 5.834034442901611 	 ACC 0.0 
LOSS 6.1214447021484375 	 ACC 0.5 
LOSS 6.874646186828613 	 ACC 0.0 
LOSS 6.89541482925415 	 ACC 0.25 
LOSS 8.82511043548584 	 ACC 0.4 
LOSS 6.574125289916992 	 ACC 0.65 
LOSS 5.518435955047607 	 ACC 0.14999999999999997 
LOSS 5.9490227699279785 	 ACC 0.0 
LOSS 6.881103038787842 	 ACC 0.0 
LOSS 5.512176990509033 	 ACC 0.25 
LOSS 7.026347637176514 	 ACC 0.14999999999999997 
LOSS 5.861216068267822 	 ACC 0.25 
LOSS 7.993807792663574 	 ACC 0.25 
LOSS 4.454971790313721 	 ACC 0.25 
LOSS 8.877689361572266 	 ACC 0.14999999999999997 
LOSS 7.252058982849121 	 ACC 0.5 
LOSS 4.953212261199951 	 ACC 0.39999999999999997 
LOSS 5.577582359313965 	 ACC 0.0 
LOSS 6.4042768478393555 	 ACC 0.25 
LOSS 9.512007713317871 	 ACC 0.25 
LOSS 6.226541519165039 	 ACC 0.25 
LOSS 4.442611217498779 	 ACC 0.25 
LOSS 4.151132106781006 	 ACC 0.0 
LOSS 5.122894287109375 	 ACC 0.65 
LOSS 7.470644950866699 	 ACC 0.5 
LOSS 4.697575092315674 	 ACC 0.25 
LOSS 4.656800746917725 	 ACC 0.25 
LOSS 6.770800590515137 	 ACC 0.0 
LOSS 6.659939289093018 	 ACC 0.25 
LOSS 7.675863742828369 	 ACC 0.25 
LOSS 7.973878860473633 	 ACC 0.5 
LOSS 7.768537998199463 	 ACC 0.25 
LOSS 6.5625410079956055 	 ACC 0.0 
LOSS 5.690352439880371 	 ACC 0.25 
LOSS 5.1954779624938965 	 ACC 0.14999999999999997 
LOSS 5.999881267547607 	 ACC 0.65 
LOSS 6.977187156677246 	 ACC 0.25 
LOSS 5.087964057922363 	 ACC 0.5 
LOSS 6.7317352294921875 	 ACC 0.25 
LOSS 2.7395031452178955 	 ACC 0.0 
LOSS 6.0221452713012695 	 ACC 0.75 
LOSS 3.46175479888916 	 ACC 0.25 
LOSS 4.080221652984619 	 ACC 0.0 
LOSS 4.750096797943115 	 ACC 0.0 
LOSS 6.26970911026001 	 ACC 0.0 
LOSS 6.046262741088867 	 ACC 0.0 
LOSS 11.11826229095459 	 ACC 0.0 
LOSS 6.921115398406982 	 ACC 0.0 
LOSS 3.7391507625579834 	 ACC 0.0 
LOSS 5.843827247619629 	 ACC 0.0 
LOSS 6.878217697143555 	 ACC 0.5 
LOSS 5.795249938964844 	 ACC 0.5 
LOSS 9.294614791870117 	 ACC 0.0 
LOSS 6.21975040435791 	 ACC 0.5 
LOSS 6.115420341491699 	 ACC 0.65 
LOSS 7.269238471984863 	 ACC 0.0 
LOSS 7.100451469421387 	 ACC 0.5 
LOSS 6.110884189605713 	 ACC 0.5 
LOSS 7.236332893371582 	 ACC 0.25 
LOSS 6.914039611816406 	 ACC 0.25 
LOSS 7.612861633300781 	 ACC 0.39999999999999997 
LOSS 7.483309268951416 	 ACC 0.0 
LOSS 4.420568943023682 	 ACC 0.39999999999999997 
LOSS 4.114986419677734 	 ACC 0.25 
LOSS 6.468238830566406 	 ACC 0.39999999999999997 
LOSS 4.88629674911499 	 ACC 0.25 
LOSS 6.863290786743164 	 ACC 0.4 
LOSS 7.113818168640137 	 ACC 0.25 
LOSS 5.005990028381348 	 ACC 0.5 
LOSS 4.4573283195495605 	 ACC 0.15000000000000002 
LOSS 5.203395366668701 	 ACC 0.39999999999999997 
LOSS 7.952023983001709 	 ACC 0.0 
LOSS 5.1490559577941895 	 ACC 0.15 
LOSS 5.6695027351379395 	 ACC 0.14999999999999997 
LOSS 5.823511600494385 	 ACC 0.4 
LOSS 6.061330795288086 	 ACC 0.25 
LOSS 6.281655788421631 	 ACC 0.25 
LOSS 6.999792575836182 	 ACC 0.0 
LOSS 8.888528823852539 	 ACC 0.25 
LOSS 3.35296630859375 	 ACC 0.25 
LOSS 4.366631031036377 	 ACC 0.0 
LOSS 5.608398914337158 	 ACC 0.0 
LOSS 2.9678685665130615 	 ACC 0.25 
LOSS 5.891190528869629 	 ACC 0.25 
LOSS 4.272182941436768 	 ACC 0.4 
LOSS 4.538550853729248 	 ACC 0.65 
LOSS 1.1306647062301636 	 ACC 0.25 
LOSS 3.717409133911133 	 ACC 0.25 
